kepid,koi_disposition,koi_period,koi_depth,koi_duration,koi_prad,koi_steff,koi_srad,koi_kepmag
11074178,CONFIRMED,14.30517579,863.4,4.535,3.05,5741.0,0.846,15.338
11074178,CONFIRMED,9.18189122,363.6,4.343,2.17,5741.0,0.846,15.338
5942808,CONFIRMED,2.935362067,1052.6,1.5043,3.15,4922.0,0.823,15.622
6206214,CONFIRMED,13.53953595,134.2,4.389,2.32,6109.0,1.997,13.628
8959839,CONFIRMED,22.7082375,298.8,3.503,1.72,6170.0,0.992,14.574
7672097,CONFIRMED,7.97033985,490.8,2.6675,1.81,5774.0,0.818,15.833
6142862,FALSE POSITIVE,5.33459393,226.3,2.642,0.79,4275.0,0.533,14.853
5599774,CONFIRMED,8.49640437,834.0,2.2128,2.14,5093.0,0.709,15.888
8099138,CONFIRMED,66.1843646,560.5,5.155,2.72,5640.0,0.978,14.862
7033233,CONFIRMED,2.032318856,287.5,1.1596,1.12,4670.0,0.682,15.13
6383785,CONFIRMED,3.62275506,180.6,2.7868,1.62,5794.0,1.216,14.762
9411412,CONFIRMED,2.892216772,360.5,1.3596,1.31,4229.0,0.615,15.068
7008211,CONFIRMED,187.746606,1583.0,5.885,2.95,5303.0,0.753,15.206
7620413,CONFIRMED,2.543063763,152.0,2.8473,1.26,5579.0,1.029,14.736
4545187,CONFIRMED,3.177414601,1134.3,1.5262,2.65,5303.0,0.708,14.708
10854546,CONFIRMED,2.168451063,466.9,1.458,2.41,6153.0,1.109,15.141
11774991,CONFIRMED,37.8154157,286.4,4.662,1.21,4856.0,0.705,12.879
11774991,CONFIRMED,53.5783052,224.9,5.194,1.16,4856.0,0.705,12.879
8261920,CONFIRMED,33.1362861,825.2,4.163,2.05,4245.0,0.637,15.673
8261920,CONFIRMED,7.72513619,382.2,2.042,1.71,4245.0,0.637,15.673
9112931,CONFIRMED,10.71253475,1198.6,2.7186,2.02,4175.0,0.544,15.813
9071593,CONFIRMED,32.5635249,578.3,5.418,2.05,5225.0,0.859,15.48
8126558,CONFIRMED,12.19140405,665.8,1.8832,2.46,5516.0,0.967,15.364
11811193,CONFIRMED,6.11784972,60.5,3.458,1.05,6226.0,1.333,12.168
3734418,CONFIRMED,3.97599629,206.0,2.2029,1.11,5143.0,0.778,14.11
8681734,CONFIRMED,7.68478504,274.1,2.447,1.47,5344.0,0.907,14.776
10232693,FALSE POSITIVE,0.990516282,101.6,2.019,3.52,5975.0,2.399,13.405
10212441,CONFIRMED,15.0447098,97.9,5.823,1.51,5798.0,1.525,13.037
8247771,CONFIRMED,1.118547814,234.8,1.5534,0.98,4496.0,0.658,15.793
8165946,CONFIRMED,6.42199919,161.6,2.6192,1.25,5985.0,0.981,13.862
12017109,CONFIRMED,9.75374033,430.8,2.348,1.87,5806.0,0.899,15.158
9225395,CONFIRMED,81.3153052,715.5,5.807,2.55,5325.0,0.975,15.111
10709622,CONFIRMED,51.3283527,692.3,9.357,3.06,6119.0,1.119,14.955
11499228,CONFIRMED,19.7919389,383.7,3.787,2.58,6285.0,1.039,14.09
9022166,CONFIRMED,26.8475962,254.1,10.068,3.2,5508.0,1.988,12.848
10965588,CONFIRMED,62.8917493,791.0,6.831,2.5,5052.0,0.855,15.481
10670119,CONFIRMED,14.87149773,944.9,2.4076,1.59,3825.0,0.524,15.673
10670119,CONFIRMED,2.732767897,613.1,1.1102,1.42,3825.0,0.524,15.673
4043443,FALSE POSITIVE,119.8401019,5448.7,3.6796,26.96,4602.0,0.675,14.945
8491277,CONFIRMED,9.61375316,797.9,4.654,3.27,5997.0,1.11,14.283
8613535,CONFIRMED,29.9685917,309.5,6.678,1.91,6249.0,1.076,14.456
12256520,CONFIRMED,33.2407985,341.9,4.675,1.51,5382.0,0.827,14.477
3337432,FALSE POSITIVE,2.97600846,103.2,4.274,2.27,6208.0,2.088,13.4
5629538,CONFIRMED,15.18727049,292.5,4.509,1.94,6136.0,1.005,14.724
8561231,CONFIRMED,28.6853212,689.1,6.307,2.69,5726.0,0.838,15.658
8235924,CONFIRMED,0.588001053,297.4,1.1451,0.99,3814.0,0.57,14.934
6941084,CONFIRMED,85.7357202,747.7,7.625,2.94,6096.0,1.077,15.301
6200235,CONFIRMED,1.078389713,300.5,1.3394,1.98,5325.0,0.985,15.143
11460462,CONFIRMED,5.03728033,76.3,2.0619,1.55,6387.0,1.381,12.189
8612275,CONFIRMED,3.289726319,234.9,2.3274,1.37,5463.0,0.91,14.866
8612275,CONFIRMED,7.18644594,402.0,1.4972,2.19,5463.0,0.91,14.866
7207061,CONFIRMED,15.94248453,1093.7,3.4894,2.62,5376.0,0.806,15.886
4545187,CONFIRMED,41.0081117,1004.5,4.376,2.64,5303.0,0.708,14.708
7286911,CONFIRMED,11.55562042,441.5,1.6758,2.11,5420.0,0.85,14.816
8591173,CONFIRMED,12.2885046,342.1,2.807,3.22,5109.0,1.671,14.414
6962109,CONFIRMED,17.13263125,850.2,3.0555,2.31,5477.0,0.794,15.842
5706595,CONFIRMED,19.0231361,401.6,3.431,2.04,5569.0,0.954,15.198
5706595,CONFIRMED,4.57948235,207.1,3.106,1.35,5569.0,0.954,15.198
10489345,CONFIRMED,1.003931703,491.1,1.4361,1.6,4949.0,0.741,15.942
11774303,FALSE POSITIVE,0.614083885,389.5,0.9817,2.55,6521.0,1.276,15.177
10329469,CONFIRMED,55.8224775,879.6,5.457,2.13,5162.0,0.736,15.624
9717943,CONFIRMED,6.11010439,59.7,2.314,0.93,6213.0,1.195,12.716
8026752,CONFIRMED,4.286866229,1321.9,4.4726,4.14,6228.0,1.049,14.982
1872821,CONFIRMED,10.27380957,352.8,3.252,1.68,5806.0,0.899,14.909
8013439,CONFIRMED,13.39155154,48.9,3.391,1.58,6197.0,2.188,10.421
8013439,CONFIRMED,5.62904396,39.5,3.7295,1.39,6197.0,2.188,10.421
8013439,CONFIRMED,8.2562857,37.3,2.0378,1.49,6197.0,2.188,10.421
7207061,CONFIRMED,12.33087921,872.2,3.0664,2.34,5376.0,0.806,15.886
6921944,CONFIRMED,4.421566535,684.0,2.1229,2.19,4299.0,0.697,15.18
9532052,CONFIRMED,15.72585941,1313.1,3.8284,2.69,5332.0,0.755,16.144
8164012,CONFIRMED,1.252753881,200.0,2.1472,2.44,5907.0,1.705,14.69
4140813,CONFIRMED,13.36019864,699.9,2.788,1.84,4500.0,0.688,15.637
8611781,CONFIRMED,76.957056,367.1,9.551,2.09,5878.0,1.041,14.353
5601258,CONFIRMED,8.84784273,460.2,2.0572,1.15,3867.0,0.552,14.911
7960980,CONFIRMED,9.98970266,988.4,3.7,2.48,5265.0,0.81,15.909
8107225,CONFIRMED,5.63252508,634.4,2.1448,2.04,5216.0,0.804,14.353
3458028,CONFIRMED,1.442592305,166.0,2.9698,2.67,7216.0,2.043,11.558
3342794,CONFIRMED,14.17222858,246.8,2.6297,2.39,5845.0,1.314,13.776
3342794,CONFIRMED,4.92031063,81.0,4.046,1.18,5845.0,1.314,13.776
5716932,CONFIRMED,56.4931698,411.9,8.704,4.43,6160.0,2.046,13.524
11288051,CONFIRMED,13.82142084,765.2,3.985,2.2,4983.0,0.651,14.139
7515670,FALSE POSITIVE,2.30367952,136.4,3.0898,1.3,6191.0,0.865,15.206
11566256,CONFIRMED,5.78387049,413.3,1.3966,2.07,6063.0,1.012,15.049
8495415,CONFIRMED,11.08507658,771.8,1.751,2.5,5080.0,0.793,15.938
4055304,CONFIRMED,0.571038347,242.1,1.1267,1.65,5132.0,0.886,14.098
4857213,CONFIRMED,8.77425786,239.6,2.2245,1.75,5146.0,0.905,13.714
9415108,CONFIRMED,4.51005082,294.8,2.1533,1.74,5362.0,1.032,14.979
4262581,CONFIRMED,37.6468519,427.4,6.344,5.37,5443.0,2.652,14.288
8591693,CONFIRMED,29.4557841,533.8,3.451,2.19,6036.0,0.949,14.385
4833421,CONFIRMED,12.466004437,2232.1,5.0066,5.65,6038.0,1.191,14.247
8282651,CONFIRMED,2.361724472,587.0,1.2167,1.53,4478.0,0.651,15.658
3548044,CONFIRMED,34.7630543,293.7,4.309,1.75,5670.0,0.95,13.865
11401767,CONFIRMED,20.0545282,305.4,7.173,2.63,6056.0,1.209,14.881
10909127,CONFIRMED,3.17059731,325.4,1.6686,1.69,5431.0,0.843,15.353
3661886,CONFIRMED,27.0142622,287.6,5.385,2.0,5949.0,1.184,13.86
3661886,CONFIRMED,12.50945798,155.3,3.479,1.54,5949.0,1.184,13.86
2439243,CONFIRMED,26.0203329,1164.4,4.965,4.53,5624.0,1.244,15.889
9221517,CONFIRMED,0.769854899,109.6,1.0243,0.93,5173.0,0.822,13.829
6751874,CONFIRMED,6.89226333,214.4,2.4921,2.13,5862.0,1.463,14.207
10863608,CONFIRMED,8.07127043,318.2,2.393,1.53,5766.0,0.853,15.553
5602588,CONFIRMED,11.01819178,545.7,4.635,2.64,6075.0,0.969,15.832
11288051,CONFIRMED,30.9505927,301.4,5.394,1.51,4983.0,0.651,14.139
5547480,FALSE POSITIVE,3.979867514,907.6,2.3607,26.5,6032.0,0.973,14.782
9405595,CONFIRMED,23.3593589,570.1,5.389,2.98,6244.0,1.009,15.347
3546060,CONFIRMED,9.69310837,1130.7,2.734,2.12,4818.0,0.618,15.914
7019489,FALSE POSITIVE,24.2598301,1540.3,3.897,25.42,5485.0,0.805,15.962
2141783,FALSE POSITIVE,116.5214317,771.5,5.577,44.41,6056.0,1.411,13.806
4144576,CONFIRMED,0.813166357,173.5,1.4122,1.14,5237.0,0.887,14.113
8494542,CONFIRMED,10.86062378,189.6,2.2874,2.09,6455.0,1.496,13.957
9992325,CONFIRMED,24.08632177,1041.7,2.236,2.78,4973.0,0.768,15.464
10206675,FALSE POSITIVE,17.40208965,616.5,3.745,16.37,4098.0,0.615,15.245
9945370,CONFIRMED,37.9456138,1032.9,4.093,2.79,5861.0,0.865,15.939
3832716,FALSE POSITIVE,1.141877248,309490.0,4.33931,88.62,6158.0,1.368,13.418
8453211,FALSE POSITIVE,5.77675928,3522.5,6.789,32.77,5544.0,0.875,14.572
8973129,CONFIRMED,24.1738244,532.6,3.056,2.21,5468.0,0.968,15.056
12505654,CONFIRMED,5.186737262,712.7,0.8023,2.4,5230.0,0.777,14.988
11670125,CONFIRMED,1.217000383,459.8,1.3285,1.58,4859.0,0.757,15.975
11461844,CONFIRMED,13.6823798,179.6,4.153,1.43,6102.0,1.026,14.5
9351920,CONFIRMED,8.79618433,286.3,3.3781,1.77,6142.0,1.046,15.159
2161536,CONFIRMED,16.85592593,871.5,2.309,1.7,3967.0,0.587,15.661
10549023,CONFIRMED,14.36270451,349.4,4.564,2.31,6643.0,1.216,14.612
9661979,CONFIRMED,69.8956789,548.4,5.276,3.04,5390.0,1.104,14.552
8219268,CONFIRMED,6.24667547,396.8,11.261,14.93,4604.0,6.221,12.495
10531955,CONFIRMED,2.344512589,58.9,1.4116,0.97,5821.0,1.132,12.589
4833421,CONFIRMED,5.766165573,364.8,3.8314,2.27,6038.0,1.191,14.247
8168187,CONFIRMED,18.3027235,186.7,8.262,2.72,5528.0,1.839,14.31
4142847,CONFIRMED,2.888904439,402.2,1.6043,1.68,4895.0,0.759,15.195
10203349,CONFIRMED,17.14648756,440.3,4.2354,3.64,5559.0,1.412,14.941
9718066,CONFIRMED,16.09227518,128.5,2.1072,0.98,4657.0,0.67,12.485
3867615,CONFIRMED,62.7843981,325.0,4.81,2.28,6053.0,1.26,13.358
12121570,CONFIRMED,91.500873,704.8,4.842,1.82,5051.0,0.706,14.447
8410415,CONFIRMED,44.2993483,797.9,4.298,2.68,5316.0,0.915,15.115
7987866,CONFIRMED,3.13877646,174.1,1.6663,0.97,5242.0,0.722,14.364
11560897,CONFIRMED,35.9682692,269.7,2.839,2.95,5883.0,1.529,13.848
11342416,CONFIRMED,25.3690868,110.1,4.746,1.67,6126.0,1.406,12.476
9086251,CONFIRMED,6.89213244,82.0,1.725,1.35,6164.0,1.446,12.618
4254466,CONFIRMED,42.3006282,507.9,4.372,2.54,5852.0,1.129,14.766
5801571,FALSE POSITIVE,0.838597429,2482.1,1.68668,44.67,6366.0,1.236,14.784
9904006,CONFIRMED,55.1866213,375.5,9.133,2.47,6178.0,1.267,13.573
5288570,FALSE POSITIVE,1.728528176,197.6,3.682,5.07,6153.0,3.279,12.99
9364609,CONFIRMED,14.97436238,265.4,2.4461,1.28,5311.0,0.8,13.747
7457296,CONFIRMED,3.97076603,349.2,1.814,1.6,5178.0,0.778,15.443
10328458,CONFIRMED,2.352273912,318.6,1.7389,1.29,4816.0,0.748,15.848
7050060,FALSE POSITIVE,22.0425953,348.0,61.2018,28.78,5974.0,1.26,12.999
4248120,CONFIRMED,23.34036251,615.1,2.054,2.21,5530.0,0.892,15.23
8321314,CONFIRMED,15.03366411,374.9,3.272,1.7,5523.0,0.891,14.837
11498128,CONFIRMED,106.247882,397.4,13.78,2.01,5679.0,0.972,14.552
8041216,CONFIRMED,8.508333104,646.5,3.4559,2.6,5767.0,1.03,14.176
11824786,CONFIRMED,12.94123564,328.8,4.636,1.7,6119.0,0.938,15.012
12254909,CONFIRMED,5.349791,88.8,4.279,1.29,6074.0,1.183,13.386
9364290,CONFIRMED,5.26211833,194.5,3.244,1.95,5587.0,1.309,14.623
9364290,CONFIRMED,12.1628195,306.3,2.3161,3.14,5587.0,1.309,14.623
5022828,CONFIRMED,23.5541012,95.2,7.3,2.33,9565.0,2.286,11.98
8233702,CONFIRMED,41.6977582,684.8,5.513,2.26,5730.0,0.87,15.265
11403339,CONFIRMED,4.79029482,142.0,2.7219,1.01,5412.0,0.843,14.102
8260902,CONFIRMED,38.6715843,599.3,5.532,2.45,5432.0,0.913,14.94
8381204,CONFIRMED,8.32651854,267.9,5.483,1.8,6057.0,1.0,15.06
12058204,CONFIRMED,5.53533152,260.6,2.793,1.75,5588.0,1.1,14.514
12058204,CONFIRMED,16.7261969,194.9,2.708,1.56,5588.0,1.1,14.514
4833421,CONFIRMED,21.58752788,336.8,4.4968,2.18,6038.0,1.191,14.247
5357545,CONFIRMED,3.757294695,273.3,0.9269,1.23,4901.0,0.716,14.099
6871071,CONFIRMED,3.2828024,142.5,3.2532,1.79,5640.0,1.515,14.686
5342473,CONFIRMED,4.64495172,147.4,3.366,1.38,6047.0,1.129,14.338
9963265,CONFIRMED,16.48686712,987.9,1.431,27.45,6090.0,1.071,15.315
10583761,CONFIRMED,2.685054445,252.7,1.0473,1.46,5266.0,0.829,14.077
7542813,CONFIRMED,16.8600805,273.4,5.557,1.71,6205.0,0.973,14.989
12058147,CONFIRMED,1.54320541,91.2,2.5779,1.23,5866.0,1.282,13.38
8164257,CONFIRMED,49.5004725,965.2,5.772,2.49,4954.0,0.828,15.565
8164257,CONFIRMED,6.47539108,530.6,2.7048,1.92,4954.0,0.828,15.565
8164257,CONFIRMED,16.85825609,759.6,2.0728,2.51,4954.0,0.828,15.565
10593759,FALSE POSITIVE,3.132604547,9969.2,3.6337,48.73,6248.0,1.181,13.499
6774537,CONFIRMED,2.949029106,358.3,2.0311,1.48,4983.0,0.807,15.333
10404582,CONFIRMED,37.8658964,395.2,4.782,2.01,5757.0,1.017,14.5
5959753,CONFIRMED,8.30865307,836.1,3.2747,2.42,5022.0,0.849,14.817
6021193,CONFIRMED,11.93205399,178.5,6.205,1.83,5711.0,1.391,13.353
6021193,CONFIRMED,7.54235832,132.5,4.73,1.59,5711.0,1.391,13.353
6871071,CONFIRMED,5.02818253,181.3,3.526,2.03,5640.0,1.515,14.686
6871071,CONFIRMED,1.897828815,132.4,2.7114,1.73,5640.0,1.515,14.686
6287313,CONFIRMED,10.62788695,326.7,4.576,1.87,6082.0,1.014,15.401
9278725,CONFIRMED,1.104462494,469.1,1.0458,1.6,5002.0,0.753,15.277
4458082,CONFIRMED,4.89336495,138.3,3.485,1.6,6688.0,1.347,13.827
8042453,CONFIRMED,11.17392077,324.8,3.307,1.64,5911.0,0.914,15.356
10874215,CONFIRMED,31.0325991,737.4,3.476,2.64,5841.0,0.931,15.728
6666233,FALSE POSITIVE,0.512407185,329.2,1.0579,1.03,3862.0,0.563,14.78
7661065,FALSE POSITIVE,4.150297119,593.4,1.2058,3.03,5290.0,0.858,14.854
3937519,CONFIRMED,5.89661966,144.0,3.154,1.28,5392.0,1.087,14.622
8866137,CONFIRMED,33.4178173,1166.8,4.645,3.13,5136.0,0.744,15.824
10857519,CONFIRMED,2.053341891,65.5,2.596,1.44,6084.0,1.358,12.217
9517393,CONFIRMED,56.7769831,884.3,6.864,3.21,6063.0,1.012,15.273
9351316,CONFIRMED,18.78429232,1009.5,3.1136,2.14,4243.0,0.641,15.561
6021193,CONFIRMED,3.61460279,64.8,3.227,1.14,5711.0,1.391,13.353
10617017,CONFIRMED,13.15140223,97.8,5.439,1.87,6154.0,1.636,12.071
3229150,CONFIRMED,18.5084526,758.9,6.596,29.33,5942.0,0.938,15.253
7989422,FALSE POSITIVE,7.47763833,110.0,2.5693,2.05,5957.0,1.953,11.539
9641481,CONFIRMED,42.1918331,488.7,7.083,2.35,5520.0,1.08,15.06
8892157,CONFIRMED,3.73090026,191.2,2.9095,1.48,5709.0,0.95,14.966
11569782,CONFIRMED,2.787874175,197.4,2.0348,2.33,4827.0,1.727,14.435
4833421,CONFIRMED,37.9962369,403.7,6.7751,2.39,6038.0,1.191,14.247
7219825,CONFIRMED,17.23232894,509.8,4.5568,2.79,6086.0,1.216,14.061
3749978,CONFIRMED,28.5057217,755.8,6.324,2.55,5712.0,0.87,15.778
10010440,CONFIRMED,53.5991459,523.1,6.811,2.49,6319.0,1.032,14.953
11718144,CONFIRMED,16.4581861,435.8,1.9637,1.82,5475.0,0.884,14.64
9473078,CONFIRMED,0.693842661,49.3,1.6197,0.83,5457.0,1.196,12.953
10864531,CONFIRMED,83.4887405,955.4,6.21,2.95,5910.0,0.94,15.375
10864531,CONFIRMED,34.0607677,818.9,2.471,2.96,5910.0,0.94,15.375
9472000,CONFIRMED,31.5888979,360.6,3.438,2.59,5866.0,1.367,14.143
10253547,CONFIRMED,59.9809868,282.4,7.588,2.81,6103.0,1.383,13.66
10253547,CONFIRMED,25.7457957,140.3,7.073,1.73,6103.0,1.383,13.66
12505076,CONFIRMED,11.92979348,709.3,6.152,2.43,5831.0,0.921,15.844
12116380,CONFIRMED,4.3394569,337.4,2.3652,2.11,5330.0,1.013,14.822
2556650,CONFIRMED,2.852348262,1402.9,0.7051,1.66,3731.0,0.433,15.959
10600955,CONFIRMED,65.6480892,588.7,5.746,3.93,5565.0,1.246,14.872
10801100,FALSE POSITIVE,102.653705,687.3,53.5887,39.16,6711.0,1.698,12.678
4473226,CONFIRMED,14.83340944,783.0,3.927,2.54,5570.0,0.904,15.707
8914779,FALSE POSITIVE,0.987338654,26.5,2.591,0.98,6258.0,1.896,11.511
2854181,CONFIRMED,101.1323475,1502.9,4.366,3.87,5492.0,1.016,15.331
8963721,FALSE POSITIVE,1.811460943,428.5,5.065,2.83,5700.0,1.008,14.674
10132832,CONFIRMED,16.07673148,488.0,2.205,2.14,5957.0,0.971,15.306
3219995,CONFIRMED,18.87058705,588.0,3.4701,2.67,6103.0,0.949,14.562
6062929,CONFIRMED,22.1334224,654.6,2.049,1.76,5165.0,0.702,15.571
7504778,CONFIRMED,17.1369408,362.1,6.416,2.05,6218.0,1.077,15.004
7219825,CONFIRMED,26.6951944,132.6,4.576,1.4,6086.0,1.216,14.061
7097965,CONFIRMED,7.72085047,267.0,1.8264,2.53,5887.0,1.177,13.516
4249725,CONFIRMED,6.312508525,1286.0,2.7455,2.0,4090.0,0.571,14.735
3967326,CONFIRMED,4.19577385,874.2,2.1557,3.02,5229.0,1.005,15.168
6768394,CONFIRMED,7.1329472,145.0,4.368,1.64,5862.0,1.307,13.959
6768394,CONFIRMED,8.91901228,180.6,4.141,1.84,5862.0,1.307,13.959
5211199,CONFIRMED,4.5620407,81.6,2.8521,2.82,5343.0,2.506,13.052
8804455,FALSE POSITIVE,2.392630668,101.5,1.3705,1.33,5716.0,1.091,13.482
5546761,CONFIRMED,17.6700291,348.4,6.693,2.89,5795.0,1.247,14.874
9205938,CONFIRMED,108.593113,338.2,7.989,1.68,5678.0,0.921,14.033
10723367,CONFIRMED,19.9865916,648.0,4.391,4.22,5500.0,1.238,15.699
10723367,CONFIRMED,12.12580644,327.5,3.289,2.5,5500.0,1.238,15.699
5005121,CONFIRMED,76.421501,578.4,7.218,2.81,5561.0,1.19,15.165
4833421,CONFIRMED,56.2590881,348.8,8.114,2.22,6038.0,1.191,14.247
8229458,CONFIRMED,1.646801683,284.2,1.1966,0.86,3810.0,0.513,14.634
10684670,CONFIRMED,3.78861833,143.4,2.808,1.23,5560.0,1.04,14.285
11495458,CONFIRMED,10.45839865,306.8,3.154,1.25,4641.0,0.747,14.471
9003401,CONFIRMED,21.1033014,192.5,2.059,1.56,6000.0,1.126,13.355
5978559,CONFIRMED,95.6114617,487.4,7.489,2.37,6002.0,1.081,14.71
6768394,CONFIRMED,11.8984948,130.9,3.015,1.69,5862.0,1.307,13.959
6922710,CONFIRMED,23.1274171,157.3,4.901,1.44,5865.0,1.066,11.863
11348997,CONFIRMED,5.132486123,908.4,1.4575,1.69,3879.0,0.578,15.535
5705819,CONFIRMED,8.77997349,755.7,3.2201,2.12,5191.0,0.764,15.789
6696580,CONFIRMED,57.6896212,1626.6,5.118,5.14,6228.0,1.049,15.886
11358389,CONFIRMED,10.66489514,292.6,3.159,1.76,6014.0,1.021,14.651
7204981,CONFIRMED,5.1233204,286.2,2.7466,1.65,5364.0,0.982,15.162
3847907,CONFIRMED,3.573202801,2975.0,2.88,5.81,5646.0,1.08,14.72
4370527,CONFIRMED,61.6174528,1350.7,3.816,3.36,5480.0,0.931,15.722
6041734,CONFIRMED,24.3398202,777.3,3.891,5.09,5596.0,1.466,15.28
5125347,CONFIRMED,7.16520428,433.8,1.705,2.31,6174.0,1.103,15.302
9336200,CONFIRMED,1.755843555,386.0,1.9425,1.94,5569.0,0.829,15.758
4770617,CONFIRMED,5.18560081,252.6,4.054,2.34,6172.0,1.471,14.806
4454934,CONFIRMED,33.4698571,370.7,4.749,2.45,5912.0,1.094,14.74
9458343,CONFIRMED,11.89520436,184.3,3.433,1.33,5649.0,0.992,14.152
7120108,CONFIRMED,1.025857984,270.7,0.8069,1.57,5123.0,0.847,14.413
10730703,CONFIRMED,5.60013327,329.2,2.6508,1.73,5288.0,0.978,15.378
8007644,CONFIRMED,25.2034128,697.1,4.515,2.42,5831.0,0.921,15.684
11192235,CONFIRMED,1.615357809,499.6,1.1435,1.37,3821.0,0.486,15.655
6383785,CONFIRMED,5.640676975,1453.3,2.8354,4.59,5794.0,1.216,14.762
6696580,CONFIRMED,25.5638626,1124.9,4.685,4.0,6228.0,1.049,15.886
4249725,CONFIRMED,12.7945474,816.7,3.4197,1.6,4090.0,0.571,14.735
8505920,CONFIRMED,42.4269647,632.4,5.907,3.44,5330.0,1.013,15.001
7918992,CONFIRMED,1.434745129,200.7,1.862,1.5,5806.0,1.064,14.691
11308499,CONFIRMED,3.28192056,191.0,2.917,1.6,5859.0,1.162,14.842
11308499,CONFIRMED,12.51610549,263.0,4.853,1.87,5859.0,1.162,14.842
9006186,CONFIRMED,5.45298742,86.0,2.1328,0.92,5450.0,0.842,12.404
9006186,CONFIRMED,3.26662733,59.9,2.056,0.68,5450.0,0.842,12.404
7802719,CONFIRMED,4.45743267,175.7,2.3226,0.79,4487.0,0.612,14.374
11030475,CONFIRMED,2.81814715,278.6,1.763,1.3,5167.0,0.787,15.498
5023956,FALSE POSITIVE,1.824649,3218.5,4.2285,5.31,6190.0,0.793,14.605
12401863,CONFIRMED,2.832647249,114.7,2.306,1.37,5865.0,1.272,13.467
5534941,CONFIRMED,3.70063251,68.6,5.408,1.24,5423.0,1.404,13.024
11121752,CONFIRMED,3.93083997,101.4,2.932,1.2,6038.0,1.191,13.652
11121752,CONFIRMED,7.63008196,124.0,2.78,1.39,6038.0,1.191,13.652
2990873,CONFIRMED,16.22378479,262.3,2.5462,1.51,5547.0,0.925,14.129
9307509,CONFIRMED,9.76293284,553.2,3.064,1.94,5052.0,0.816,15.246
10158729,CONFIRMED,58.601926,396.4,5.522,2.06,6250.0,1.019,14.649
6105462,CONFIRMED,25.0823402,244.6,6.423,2.26,6429.0,1.262,13.838
3120355,CONFIRMED,78.0998908,656.9,8.422,3.37,5779.0,1.284,14.999
6047072,CONFIRMED,4.27103727,180.4,2.2759,1.22,5984.0,0.906,14.553
9006186,CONFIRMED,4.27226421,48.9,2.113,0.64,5450.0,0.842,12.404
11410904,CONFIRMED,3.53232429,224.2,2.765,1.43,5761.0,0.956,14.972
5021737,FALSE POSITIVE,15.03946326,5237.7,5.1008,12.36,6501.0,1.441,11.997
3862246,FALSE POSITIVE,4.702495974,4787.3,2.3421,37.24,5408.0,0.878,14.916
4173026,CONFIRMED,10.44087398,821.5,3.743,3.41,5738.0,0.981,15.104
5350244,CONFIRMED,12.5722897,86.5,4.765,1.09,6084.0,1.169,12.885
5374403,CONFIRMED,40.8366307,264.8,4.956,1.5,5529.0,0.925,14.05
10925113,FALSE POSITIVE,11.7761073,281.3,2.829,1.31,5096.0,0.689,15.005
11769801,FALSE POSITIVE,29.7123181,385.4,70.3707,46.43,6440.0,1.921,11.549
11752906,CONFIRMED,20.6180348,769.5,3.267,1.57,3757.0,0.576,15.254
1995519,CONFIRMED,19.9401211,758.9,4.283,2.42,5623.0,0.763,15.922
4914566,CONFIRMED,22.2420032,63.5,7.532,2.04,5979.0,2.164,12.816
6198182,CONFIRMED,3.88148385,36.3,2.679,0.59,5854.0,0.979,12.32
10024051,CONFIRMED,0.577369336,400.4,1.0852,1.42,5255.0,0.716,14.859
4349452,CONFIRMED,12.720370263,1180.1,2.7306,4.75,6267.0,1.258,10.734
8073806,CONFIRMED,11.96407399,784.2,4.526,3.21,5903.0,0.961,15.361
10419312,FALSE POSITIVE,2.493237866,259.2,2.644,9.48,5002.0,4.131,13.962
3234598,CONFIRMED,12.90467523,412.4,3.28,1.49,4513.0,0.722,15.07
10453588,CONFIRMED,68.8861017,143.9,5.925,1.47,5753.0,1.222,12.464
11125613,CONFIRMED,9.99115241,391.7,2.657,1.68,4838.0,0.796,15.311
7212184,CONFIRMED,36.292017,374.7,8.198,3.1,5843.0,1.615,15.251
6956014,FALSE POSITIVE,0.925589891,400.8,1.967,50.6,4094.0,24.488,10.795
9757613,CONFIRMED,17.25121397,2054.8,2.0371,2.64,3879.0,0.537,15.473
5307858,FALSE POSITIVE,1.867281146,701.1,7.495,31.18,6117.0,1.025,15.6
6605493,CONFIRMED,9.30991834,114.5,3.455,1.21,5806.0,1.101,13.799
7259298,CONFIRMED,3.23941775,77.4,2.569,0.77,6075.0,0.858,13.658
6211812,CONFIRMED,2.524017517,303.0,1.1968,1.5,5420.0,0.871,15.55
3234598,CONFIRMED,31.2012202,360.1,4.077,1.47,4513.0,0.722,15.07
8611832,CONFIRMED,22.5968256,142.9,6.179,1.3,5610.0,1.104,13.584
8611832,CONFIRMED,45.3486381,162.9,4.858,1.61,5610.0,1.104,13.584
5621586,CONFIRMED,5.25419589,461.8,2.9878,2.12,6123.0,0.987,15.659
9210387,CONFIRMED,5.90608902,340.7,2.409,1.77,5966.0,0.961,15.466
11852982,CONFIRMED,13.81504449,1032.6,2.3244,1.91,3732.0,0.509,14.216
8559152,CONFIRMED,12.4128518,108.1,4.298,1.5,5945.0,1.346,13.539
2718778,CONFIRMED,3.92453009,463.5,3.691,1.82,5776.0,0.849,15.708
3122913,CONFIRMED,11.60653061,771.7,2.194,1.88,4703.0,0.701,15.701
9229657,CONFIRMED,2.66831274,266.2,2.4141,1.48,5806.0,0.899,15.553
