koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,ra,dec,target_planet,mission,tid,toi
1.76447,0.00012,-0.00012,2458601.34368,0.00078,-0.00078,2.749,0.331,-0.331,2640.0,0.633562,-0.633562,27.921,0.6872333500000001,-0.6872333500000001,3207.0,17578.1,,,8049.0,395.5,-395.5,3.3,0.5,-0.5,5.08,0.06,-0.06,7.185,228.629109,-43.387085,0,TESS,141663464,1962.01
12.6534664,6.5e-06,-6.5e-06,2459341.024374,0.000258,-0.000258,4.0982077,0.022639,-0.022639,27095.439949,148.04051,-148.04051,20.5105778,1.0747972,-1.0747972,819.7441326,106.7171624,,,5394.6,115.6,-115.6,3.77,0.4,-0.4,1.18915,0.0621106,-0.0621106,10.163,221.343502,-54.761146,0,TESS,190271688,1963.01
2.2778177,6.5e-06,-6.5e-06,2459357.403106,0.001156,-0.001156,3.212,0.098,-0.098,880.0,300.625,-300.625,9.43898,0.6872333500000001,-0.6872333500000001,4896.0,95451.3,,,9096.5,385.4,-385.4,4.36,0.0852564,-0.0852564,1.2,0.06,-0.06,8.177301,223.151952,-61.568677,0,TESS,295354126,1965.01
2.6855915,0.0005546,-0.0005546,2458597.350807,0.003256,-0.003256,2.0491187,0.3399045,-0.3399045,488.2401788,47.81683,-47.81683,3.5729712,1.3209385,-1.3209385,1674.1918061,1856.700481,,,5796.0,107.5,-107.5,4.14,0.28,-0.28,1.51715,0.176909,-0.176909,8.5941,222.333572,-60.080256,0,TESS,293708935,1969.01
14.2811731,1.92e-05,-1.92e-05,2460927.616153,0.002398,-0.002398,8.571366,0.6384374,-0.6384374,762.9376583,24.5131068,-24.5131068,7.8166659,0.1493183,-0.1493183,1314.6740411,495.9064896,,,5105.0,181.0,-181.0,3.39182,0.291381,-0.291381,2.90324,0.06,-0.06,7.3566,353.033186,-21.801201,1,TESS,441462736,197.01
260.1740061,0.0004755,-0.0004755,2459611.445537,0.003271,-0.003271,24.0527095,0.0908621,-0.0908621,4747.959592,31.649464,-31.649464,11.3192423,0.5783491,-0.5783491,360.169028,3.9769164,,,5739.0,129.5,-129.5,4.03,0.07,-0.07,1.62762,0.0825628,-0.0825628,8.56854,277.94363,56.650679,1,TESS,298663873,2180.01
3.5484481,1.62e-05,-1.62e-05,2459444.706868,0.002422,-0.002422,4.5123025,0.1264555,-0.1264555,7022.0056891,158.92531,-158.92531,15.2165016,0.8731938,-0.8731938,1678.3044553,1875.0117415,,,6295.0,102.6,-102.6,4.03,0.08,-0.08,1.78185,0.0870553,-0.0870553,12.7655,299.407034,44.035039,1,TESS,268823307,2182.01
6.9067868,9.7e-06,-9.7e-06,2459036.618741,0.000845,-0.000845,6.6850674,0.1209939,-0.1209939,1751.7778572,26.057346,-26.057346,13.4176028,0.8840088,-0.8840088,1676.0537927,1864.9741402,,,5731.8,64.7,-64.7,3.65,0.2,-0.2,3.1513801,0.169143,-0.169143,11.4057,100.833125,-66.947656,1,TESS,176956893,2184.01
4.4617755,1.2e-06,-1.2e-06,2460184.852236,0.001227,-0.001227,5.4532494,0.0228177,-0.0228177,18854.6431909,83.481445,-83.481445,31.9660922,1.6226319,-1.6226319,1723.6509122,2086.0189812,,,6354.0,191.0,-191.0,4.24472,0.0852564,-0.0852564,2.23892,0.113417,-0.113417,12.7222,97.453898,-57.254816,0,TESS,260609205,219.01
2.1223673,0.0001355,-0.0001355,2459037.564542,0.000758,-0.000758,1.5855365,0.0551264,-0.0551264,8056.3340252,400.92908,-400.92908,12.9814367,1.458274,-1.458274,1596.3943994,1534.9059997,,,6079.0,128.674,-128.674,4.33912,0.0788385,-0.0788385,1.19653,0.055015,-0.055015,11.3996,313.691232,-72.80464,1,TESS,401604346,2193.01
15.3419095,4.54e-05,-4.54e-05,2460141.982191,0.001805,-0.001805,2.736,0.665,-0.665,683.0,41.1762,-41.1762,1.7005,0.139896,-0.139896,541.0,14.2526,,,4669.0,121.9,-121.9,4.63,0.09,-0.09,0.69,0.05,-0.05,7.4259,299.156339,-31.335181,1,TESS,271478281,2194.01
1.3866519,7e-07,-7e-07,2458355.195919,9.5e-05,-9.5e-05,2.3006751,0.0149225,-0.0149225,14246.4665531,112.20379,-112.20379,12.9811619,0.6385336,-0.6385336,1679.40501,1879.9347662,,,6286.0,196.0,-196.0,4.438,0.0852564,-0.0852564,1.07661,0.052402,-0.052402,10.9571,354.168696,-34.611304,1,TESS,77031414,241.01
0.7827075,7e-07,-7e-07,2460987.464436,0.001181,-0.001181,1.0403706,0.2133735,-0.2133735,526.867675,32.0611408,-32.0611408,1.7489088,0.1799739,-0.1799739,1586.2917523,1051.1379251,,,4099.0,122.6,-122.6,4.52,0.11,-0.11,0.727642,0.0690302,-0.0690302,10.4238,20.922457,-8.701794,1,TESS,10837041,2411.01
15.29859,0.00274,-0.00274,2459134.75391,0.00837,-0.00837,3.214,0.604,-0.604,1187.0,5.38013,-5.38013,9.43898,0.6872333500000001,-0.6872333500000001,499.0,10.3396,,,4131.3,119.7,-119.7,4.36,0.0852564,-0.0852564,1.2,0.06,-0.06,11.9755,62.379568,-62.850656,0,TESS,684936227,2412.01
13.4190392,0.0039,-0.0039,2459066.937927,0.002826,-0.002826,5.9221882,0.2554013,-0.2554013,4668.5368695,175.30649,-175.30649,12.4259675,0.8554618,-0.8554618,914.4158726,165.23271,,,5184.9,113.003,-113.003,3.9254,0.0820625,-0.0820625,1.69269,0.0957437,-0.0957437,11.3882,332.188392,-18.992719,0,TESS,206498307,2413.01
1.7771109,7.06e-05,-7.06e-05,2459062.739359,0.000475,-0.000475,1.5669528,0.0346407,-0.0346407,14073.5021163,252.49207,-252.49207,12.9084635,0.71793,-0.71793,1449.482283,1043.2121756,,,5627.0,133.891,-133.891,4.45645,0.0841219,-0.0841219,0.97906,0.0524221,-0.0524221,12.003,344.873588,-60.447819,1,TESS,237320326,2414.01
8.2754608,1.49e-05,-1.49e-05,2459352.544159,0.001018,-0.001018,3.755,0.107,-0.107,6510.0,0.703,-0.703,11.5451,0.6243,-0.6243,942.0,130.93,,,5515.2,99.1,-99.1,4.24,0.12,-0.12,1.39,0.07,-0.07,12.4333,57.338941,-60.787186,1,TESS,237922465,2416.01
4.83266,5e-05,-5e-05,2459139.2966,0.00345,-0.00345,2.308,0.404,-0.404,830.0,1.86781,-1.86781,4.9031,0.375862,-0.375862,993.0,161.807,,,5485.4,120.4,-120.4,3.9,0.08,-0.08,1.83,0.1,-0.1,10.2589,37.885227,-40.016204,0,TESS,49617263,2417.01
25.86696,0.00025,-0.00025,2459133.37121,0.00459,-0.00459,4.923,0.694,-0.694,2240.0,1231.62,-1231.62,7.41184,3.1277,-3.1277,883.0,100.989,,,5095.0,120.3,-120.3,4.56,0.08,-0.08,0.8,0.05,-0.05,10.9166,39.725259,-27.324227,0,TESS,65347776,2418.01
6.340315,0.000367,-0.000367,2458357.778211,0.000677,-0.000677,4.249306,0.056679,-0.056679,25410.703288,265.38632,-265.38632,20.517917,20.518948,-20.518948,1141.1166259,400.7201062,,,6083.0,192.0,-192.0,4.28983,0.0852564,-0.0852564,1.2666,1.2666,-1.2666,12.5766,4.451423,-38.110855,0,TESS,120585579,242.01
5.84259,2e-05,-2e-05,2459136.26698,0.0016,-0.0016,3.747,0.283,-0.283,2670.0,0.831747,-0.831747,11.8252,0.670345,-0.670345,1166.0,307.599,,,5707.0,127.5,-127.5,3.76,0.08,-0.08,2.2,0.12,-0.12,10.8285,14.826814,-19.771164,1,TESS,268532343,2420.01
4.3474,1e-05,-1e-05,2459139.61885,0.00094,-0.00094,4.684,0.232,-0.232,3520.0,0.560123,-0.560123,10.753,0.594871,-0.594871,1475.0,786.037,,,5618.0,132.5,-132.5,3.93,0.08,-0.08,1.79,0.1,-0.1,10.6918,33.154021,-35.390918,1,TESS,70524163,2421.01
7.3164282,3.4e-06,-3.4e-06,2459349.974976,0.000319,-0.000319,2.235,0.05,-0.05,37130.0,9.74823,-9.74823,17.3698,0.6872333500000001,-0.6872333500000001,738.0,49.3074,,,4884.0,122.0,-122.0,4.5,0.0852564,-0.0852564,0.83,0.06,-0.06,13.3994,66.302329,-66.717121,0,TESS,29830212,2651.01
10.7511248,2.55e-05,-2.55e-05,2460973.354682,0.004211,-0.004211,2.8581721,0.3286156,-0.3286156,586.0959345,54.3681404,-54.3681404,2.0836101,0.1334003,-0.1334003,989.6634849,159.249335,,,5784.0,55.0,-55.0,4.438,0.0852564,-0.0852564,0.918917,0.0420301,-0.0420301,9.45661,26.209253,-18.401384,1,TESS,164767175,266.01
19.6050966,0.0001009,-0.0001009,2460986.17995,0.00974,-0.00974,4.1605138,0.7045687,-0.7045687,590.7656874,115.7993634,-115.7993634,1.9806229,0.1373095,-0.1373095,900.462843,109.1416782,,,5784.0,55.0,-55.0,4.438,0.0852564,-0.0852564,0.918917,0.0420301,-0.0420301,9.45661,26.209253,-18.401384,1,TESS,164767175,266.02
3.9602774,4e-06,-4e-06,2460277.924101,0.000289,-0.000289,0.884,0.15,-0.15,6193.0,10789.2,-10789.2,24.4489,3.12811,-3.12811,974.0,149.866,,,5863.0,125.7,-125.7,4.43,0.08,-0.08,1.04,0.05,-0.05,10.1483,156.922386,0.501027,0,TESS,277871306,2664.01
7.7517472,3.92e-05,-3.92e-05,2459976.896634,0.003987,-0.003987,3.761,0.495,-0.495,861.0,45.338,-45.338,11.6856,0.6872333500000001,-0.6872333500000001,929.0,123.828,,,5133.0,122.0,-122.0,4.36,0.0852564,-0.0852564,4.75,0.06,-0.06,9.6732,133.993484,-14.35529,0,TESS,348684813,2667.01
3.217824,7.4e-06,-7.4e-06,2460062.383323,0.001998,-0.001998,1.735,0.259,-0.259,1288.0,62.4203,-62.4203,5.84702,0.35263,-0.35263,1081.0,227.191,,,5418.0,169.6,-169.6,4.17,0.56,-0.56,1.67,0.09,-0.09,10.3345,194.769773,-57.253713,0,TESS,253132689,1971.01
2.8319354,2.14e-05,-2.14e-05,2459332.170832,0.004434,-0.004434,3.21,0.391,-0.391,780.0,1.06792,-1.06792,4.18335,0.276048,-0.276048,1531.0,914.113,,,5408.7,62.5,-62.5,4.36,0.0852564,-0.0852564,1.48,0.08,-0.08,10.2081,168.076087,-60.93258,0,TESS,467281353,1975.01
17.0614756,7.55e-05,-7.55e-05,2459352.185799,0.002518,-0.002518,3.384,0.341,-0.341,2730.0,55.776,-55.776,17.1048027,10.311735,-10.311735,1158.6125921,425.8669904,,,9184.7,290.3,-290.3,4.09,1.38,-1.38,2.14183,0.06,-0.06,9.5918,216.147711,-60.383601,0,TESS,383531859,1977.01
6.081043,0.0009196,-0.0009196,2460751.695956,0.001697,-0.001697,4.818249,0.0576109,-0.0576109,15384.1717123,676.16626,-676.16626,20.7861513,7.760419,-7.760419,998.5796936,234.9913753,,,8719.5,297.6,-297.6,4.08,1.27,-1.27,1.0,0.06,-0.06,5.666,161.140515,-59.737608,0,TESS,458856474,1978.01
1.30924,0.0001,-0.0001,2458571.79697,0.00246,-0.00246,2.535,0.434,-0.434,3370.0,10.3509,-10.3509,9.43898,0.6872333500000001,-0.6872333500000001,4208.0,52079.9,,,8832.5,149.0,-149.0,4.26,0.63,-0.63,1.2,0.06,-0.06,9.8678,161.046711,-59.92517,0,TESS,458857720,1979.01
10.2152025,2.29e-05,-2.29e-05,2458356.371864,0.00187,-0.00187,2.3476219,0.7192707,-0.7192707,960.5475682,77.57622,-77.57622,1.4000951,1.3352056,-1.3352056,420.9309186,7.4193235,,,3763.0,65.0,-65.0,4.83739,0.119367,-0.119367,0.447336,0.0133167,-0.0133167,9.92801,2.271509,-27.121745,1,TESS,12421862,198.01
9.27898,0.00103,-0.00103,2458604.91156,0.00158,-0.00158,6.514,0.315,-0.315,9020.0,2.52091,-2.52091,15.0807,0.893189,-0.893189,1589.0,1058.72,,,5898.8,138.4,-138.4,4.08,0.48,-0.48,1.45,0.08,-0.08,10.9805,218.270079,-43.298512,0,TESS,127793615,1980.01
6.1110945,0.0039656,-0.0039656,2459288.09218,0.003984,-0.003984,4.2566318,0.6139594,-0.6139594,1098.152672,155.97885,-155.97885,5.873208,11.9655285,-11.9655285,1013.3467617,249.203041,,,5725.0,235.6,-235.6,4.54,0.31,-0.31,1.07235,0.0504698,-0.0504698,10.3349,127.281049,-57.194209,0,TESS,89535068,1983.01
0.5646193,2.1e-06,-2.1e-06,2459331.916143,0.001483,-0.001483,1.295,0.236,-0.236,510.0,0.803011,-0.803011,3.01498,0.181048,-0.181048,2674.0,8493.1,,,6237.0,102.5,-102.5,4.24,0.41,-0.41,1.3,0.06,-0.06,10.361,168.871533,-44.428987,0,TESS,162246865,1984.01
1.1953968,0.0002673,-0.0002673,2459036.508778,0.002703,-0.002703,1.5752293,0.746582,-0.746582,1127.2344564,156.07317,-156.07317,3.5030245,4.726927,-4.726927,1720.8556767,2072.5203184,,,5728.0,129.238,-129.238,4.4217,0.0769563,-0.0769563,1.02917,0.0498618,-0.0498618,11.3643,312.340074,-70.485072,1,TESS,372172128,2196.01
4.954648,1.8e-06,-1.8e-06,2460148.5999,0.000243,-0.000243,3.639,0.027,-0.027,7357.0,53.0286,-53.0286,13.0889,0.584736,-0.584736,1386.0,612.686,,,6562.0,117.8,-117.8,4.24,0.09,-0.09,1.47,0.07,-0.07,9.0532,311.042756,-39.225486,1,TESS,389352124,2197.01
4.9549631,0.0004805,-0.0004805,2459040.905327,0.001024,-0.001024,5.9565174,0.0824554,-0.0824554,8236.2566801,141.72084,-141.72084,18.4504689,0.8623694,-0.8623694,1584.4693148,1489.5542795,,,6282.4,105.629,-105.629,3.92936,0.0781092,-0.0781092,1.99207,0.0877286,-0.0877286,11.117,309.511234,-48.462083,1,TESS,100566492,2198.01
3.3771114,0.0003257,-0.0003257,2459038.510574,0.001144,-0.001144,2.4508029,0.1568256,-0.1568256,4515.155077,164.13101,-164.13101,8.6110106,1.0350502,-1.0350502,1337.4811458,756.2609502,,,5614.86,109.556,-109.556,4.21917,0.0767334,-0.0767334,1.28017,0.0636181,-0.0636181,11.4513,311.673345,-41.820983,1,TESS,369455629,2199.01
10.6953065,6e-06,-6e-06,2460966.946848,0.00101,-0.00101,1.992523,0.3790715,-0.3790715,927.7984537,21.897504,-21.897504,2.7442433,0.1509734,-0.1509734,954.3803413,137.7251902,,,5272.71,45.6,-45.6,3.98846,0.066564,-0.066564,0.88,0.05,-0.05,9.6878,91.799699,-61.99721,1,TESS,150098860,220.01
11.9124942,9.2e-06,-9.2e-06,2459041.912359,0.000392,-0.000392,3.7520869,0.0470167,-0.0470167,19304.2778014,198.8726,-198.8726,11.3754057,0.7072209,-0.7072209,652.0656914,42.7254261,,,5064.0,125.418,-125.418,4.53576,0.0851766,-0.0851766,0.823883,0.049985,-0.049985,12.173,51.228421,-73.957546,1,TESS,358107516,2202.01
2.2250514,0.0002006,-0.0002006,2459037.141234,0.001177,-0.001177,2.3678871,0.116378,-0.116378,13144.590055,400.49127,-400.49127,10.0926189,0.5832302,-0.5832302,1188.0003255,470.7466523,,,5103.0,122.0,-122.0,4.48023,0.0852564,-0.0852564,0.883426,0.06,-0.06,13.191,289.297427,-60.89176,1,TESS,467971286,2204.01
0.8891483,1e-06,-1e-06,2459036.525582,0.000133,-0.000133,1.1970992,0.017635,-0.017635,44722.5890994,623.0692,-623.0692,14.8249782,0.4989428,-0.4989428,1043.8317455,280.571145,,,3653.0,157.0,-157.0,4.60969,0.0131045,-0.0131045,0.649887,0.0207052,-0.0207052,15.0804,94.315682,-56.509859,0,TESS,260298958,2205.01
1.7690121,4.56e-05,-4.56e-05,2459037.77354,0.000323,-0.000323,1.0172953,0.0287311,-0.0287311,10110.2139841,233.03137,-233.03137,10.5045599,3.8474433,-3.8474433,1073.1116296,313.4011658,,,4683.0,128.9,-128.9,4.62,0.09,-0.09,0.701795,0.0530779,-0.0530779,10.7218,322.253764,-58.836147,1,TESS,381856447,2206.01
8.000489,1.85e-05,-1.85e-05,2459043.770189,0.001046,-0.001046,4.6706895,0.1460354,-0.1460354,4606.7419685,159.38469,-159.38469,10.9709265,0.6638135,-0.6638135,1178.0320316,455.1446051,,,6146.0,131.4,-131.4,4.12,0.08,-0.08,1.55738,0.0751005,-0.0751005,10.9651,307.596693,-44.887618,1,TESS,90850770,2207.01
12.3750537,0.0039816,-0.0039816,2459092.273962,0.002801,-0.002801,6.6166181,0.2058026,-0.2058026,4155.6104825,161.24648,-161.24648,17.1909846,1.0205122,-1.0205122,1258.376981,592.6032964,,,6173.5,130.305,-130.305,3.76326,0.0854544,-0.0854544,2.36235,0.127678,-0.127678,10.2845,0.315071,-28.493223,0,TESS,313891529,2424.01
1.30613,0.00014,-0.00014,2459169.61994,0.00142,-0.00142,0.634,0.258,-0.258,560.0,23.7661,-23.7661,1.99844,0.411218,-0.411218,783.0,62.7136,,,4072.0,120.9,-120.9,4.58,0.11,-0.11,0.68,0.06,-0.06,9.0138,52.291732,-31.362867,1,TESS,142937186,2427.01
0.224195,4e-07,-4e-07,2460258.868869,0.000466,-0.000466,0.292,0.026,-0.026,540.0,636.236,-636.236,5.59553,1.95546,-1.95546,1998.0,2649.15,,,4079.0,126.0,-126.0,4.58,0.11,-0.11,0.68,0.07,-0.07,9.5209,37.765299,8.381625,1,TESS,258804746,2431.01
1.9426003,5.32e-05,-5.32e-05,2459175.406024,0.000384,-0.000384,1.0206743,0.0444889,-0.0444889,504062.379922,13167.56,-13167.56,9.43898,0.6872333500000001,-0.6872333500000001,1460.76696,1076.0804741,,,5780.0,131.1,-131.1,4.438,0.0852564,-0.0852564,1.2,0.06,-0.06,16.2463,68.226889,-32.88712,0,TESS,686072378,2438.01
6.203496,3.9e-05,-3.9e-05,2459985.604157,0.005585,-0.005585,5.715,1.142,-1.142,810.0,40.4389,-40.4389,9.93735,0.6872333500000001,-0.6872333500000001,1226.0,375.554,,,4859.0,122.0,-122.0,4.36,0.0852564,-0.0852564,3.98,0.06,-0.06,9.9917,134.722645,-13.312579,1,TESS,348835438,2669.01
5.7525797,1.3e-06,-1.3e-06,2458382.20793,0.000172,-0.000172,5.4071598,0.0220908,-0.0220908,5284.9525713,26.201511,-26.201511,12.7442838,0.5870171,-0.5870171,1368.4712903,828.8267593,,,6180.0,131.1,-131.1,4.11766,0.0852564,-0.0852564,1.70927,0.0782412,-0.0782412,8.93,39.897669,-50.008193,1,TESS,166836920,267.01
3.1630387,3.65e-05,-3.65e-05,2459991.730295,0.011556,-0.011556,4.661,0.438,-0.438,1130.0,156.146,-156.146,6.82612,1.86481,-1.86481,3197.0,17348.8,,,6187.0,128.6,-128.6,4.26,0.08,-0.08,1.34,0.06,-0.06,10.3364,132.269994,-36.578257,0,TESS,190081497,2671.01
1.476869,2.9e-06,-2.9e-06,2459197.208589,0.00102,-0.00102,1.451,0.135,-0.135,2670.0,952.186,-952.186,13.2219,4.68994,-4.68994,2608.0,7685.32,,,6712.0,184.6,-184.6,4.28,2.01,-2.01,1.37,0.06,-0.06,11.7919,64.262587,-29.524909,0,TESS,179033846,2675.01
0.6293198,1.2e-06,-1.2e-06,2459199.016708,0.000811,-0.000811,1.129,0.232,-0.232,3730.0,7.90253,-7.90253,4.46635,0.342805,-0.342805,1973.0,2516.29,,,5508.0,134.6,-134.6,4.63,0.08,-0.08,0.79,0.04,-0.04,12.653,75.439417,-49.284463,0,TESS,219366908,2680.01
2.2818488,3.8e-06,-3.8e-06,2460064.293216,0.001691,-0.001691,3.973,0.427,-0.427,1483.0,30.2245,-30.2245,7.2854,0.417761,-0.417761,1940.0,2351.9,,,5368.0,124.8,-124.8,4.36,0.0852564,-0.0852564,2.15,0.12,-0.12,10.1854,190.132487,-48.740903,0,TESS,161156159,1988.01
3.4551479,0.0002397,-0.0002397,2459309.575644,0.000905,-0.000905,5.7444704,0.070289,-0.070289,5191.7260014,88.83485,-88.83485,9.43898,0.6872333500000001,-0.6872333500000001,1205.6461821,499.3447666,,,8046.5,252.7,-252.7,4.12,1.5,-1.5,1.2,0.06,-0.06,10.2581,176.866343,-64.882975,0,TESS,324395151,1989.01
104.8729635,4.14e-05,-4.14e-05,2460038.977062,0.000397,-0.000397,6.554,0.174,-0.174,12183.0,167.187,-167.187,10.223,0.600463,-0.600463,358.0,2.75278,,,5350.0,184.0,-184.0,4.52347,0.275691,-0.275691,0.88,0.05,-0.05,10.0391,80.105873,-59.895433,1,TESS,309792357,199.01
3.7899524,0.0010899,-0.0010899,2459281.710853,0.004075,-0.004075,5.5268401,0.2040364,-0.2040364,4345.4373432,315.7013,-315.7013,11.7871267,6.0611277,-6.0611277,1263.4194534,602.1590809,,,5579.5,213.4,-213.4,4.22,2.01,-2.01,1.10456,0.0517186,-0.0517186,10.1574,158.670633,-59.748482,0,TESS,457939414,1990.01
6.6570835,3e-06,-3e-06,2460065.075037,0.000357,-0.000357,5.285,0.129,-0.129,7164.0,59.8202,-59.8202,14.8934,0.684568,-0.684568,1336.0,528.884,,,5805.6,289.6,-289.6,4.13,0.32,-0.32,1.73,0.08,-0.08,10.1405,169.958638,-51.866071,0,TESS,82707763,1991.01
4.31224,0.00013,-0.00013,2458546.84554,0.00085,-0.00085,2.704,0.27,-0.27,4990.0,1.84687,-1.84687,12.3576,0.582863,-0.582863,1414.0,664.873,,,5778.2,131.1,-131.1,4.36,0.0852564,-0.0852564,1.72,0.07,-0.07,10.5287,162.91688,-44.984741,0,TESS,147340931,1992.01
3.9416903,1.6e-06,-1.6e-06,2459352.660686,0.000209,-0.000209,2.537,0.047,-0.047,12840.0,7.0183,-7.0183,19.6321,1.01213,-1.01213,1722.0,1460.48,,,6190.4,202.4,-202.4,4.15,1.67,-1.67,1.48,0.07,-0.07,10.248,152.28015,-72.798117,0,TESS,453464017,1993.01
4.0337201,3.3e-06,-3.3e-06,2460032.218521,0.000737,-0.000737,3.48,0.138,-0.138,2868.0,43.9533,-43.9533,11.5159,0.399353,-0.399353,1841.0,1910.26,,,7369.0,219.0,-219.0,4.27,0.65,-0.65,2.22,0.07,-0.07,10.2396,147.174575,-51.756564,1,TESS,445903569,1994.01
7.72433,0.00083,-0.00083,2458576.4335,0.00104,-0.00104,8.03,0.153,-0.153,7120.0,0.551711,-0.551711,20.0285,0.96118,-0.96118,1630.0,1173.53,,,6249.4,386.5,-386.5,4.19,1.87,-1.87,2.32,0.11,-0.11,10.2372,178.547176,-46.896887,0,TESS,275384718,1996.01
1.10833,0.00032,-0.00032,2458572.20786,0.00399,-0.00399,2.288,0.339,-0.339,1060.0,1.75155,-1.75155,4.58274,0.286178,-0.286178,2270.0,4415.23,,,5972.0,208.3,-208.3,4.08,0.17,-0.17,1.4,0.06,-0.06,10.186,184.259218,-51.075153,0,TESS,429295277,1998.01
8.1382222,3e-06,-3e-06,2458332.308323,0.000278,-0.000278,3.2797025,0.0383776,-0.0383776,3852.0299874,95.07076,-95.07076,6.1757682,0.4727386,-0.4727386,836.7056912,115.8275563,,,5414.0,161.0,-161.0,4.438,0.0852564,-0.0852564,0.951985,0.0705779,-0.0705779,7.8541,354.915467,-69.196043,1,TESS,410214986,200.01
9.1270519,6.4e-06,-6.4e-06,2460086.660775,0.000664,-0.000664,3.549,0.722,-0.722,4568.0,108.143,-108.143,8.34235,0.436191,-0.436191,970.0,147.466,,,5400.0,283.3,-283.3,4.43,0.31,-0.31,1.18,0.06,-0.06,10.3579,146.397063,-66.686631,1,TESS,371188886,2000.01
3.098367,1.53e-05,-1.53e-05,2460038.819877,0.005565,-0.005565,1.963,0.556,-0.556,496.0,40.9804,-40.9804,2.47118,0.187677,-0.187677,1185.0,328.067,,,5400.0,283.3,-283.3,4.43,0.31,-0.31,1.18,0.06,-0.06,10.3579,146.397063,-66.686631,1,TESS,371188886,2000.02
2.3330349,3.6e-06,-3.6e-06,2460011.151332,0.001455,-0.001455,3.005,0.905,-0.905,2795.0,4627.01,-4627.01,15.6213,4.39727,-4.39727,2951.0,12107.6,,,5986.5,131.0,-131.0,4.32,0.44,-0.44,1.56,0.07,-0.07,10.4879,134.190203,-61.371461,0,TESS,356453768,2002.01
0.62425,3.3e-05,-3.3e-05,2458325.342966,0.001421,-0.001421,0.774288,0.553938,-0.553938,954.060325,141.39258,-141.39258,1.671618,2.989466,-2.989466,1106.2112728,353.894099,,,3765.0,73.0,-73.0,4.75169,0.35062,-0.35062,0.525,0.079,-0.079,12.1535,356.492464,-56.344047,0,TESS,316937670,221.01
3.0926858,1.14e-05,-1.14e-05,2459038.102648,0.002016,-0.002016,2.2149195,0.3168305,-0.3168305,272.6778328,27.8908,-27.8908,1.6256227,0.2832853,-0.2832853,1056.9170435,294.9066778,,,5253.0,123.391,-123.391,4.54958,0.0842028,-0.0842028,0.834386,0.0474272,-0.0474272,9.2551,308.539086,-29.672613,1,TESS,212253390,2211.01
5.7772122,1.28e-05,-1.28e-05,2459040.86632,0.001158,-0.001158,2.56341,0.2812051,-0.2812051,1470.3821261,100.14597,-100.14597,2.8693434,0.8500409,-0.8500409,751.4597253,75.3605118,,,4882.7,114.8,-114.8,4.6,0.09,-0.09,0.729818,0.0520703,-0.0520703,9.977,286.073121,-32.354279,1,TESS,425561347,2215.01
3.6714717,2.36e-05,-2.36e-05,2458376.544,0.001753,-0.001753,0.68,0.2387194,-0.2387194,5530.0,69.96525,-69.96525,8.85869,0.6872333500000001,-0.6872333500000001,777.0248613,86.1510668,,,5709.0,80.0,-80.0,4.438,0.0852564,-0.0852564,1.0929,0.107376,-0.107376,8.7635,359.162484,-44.719403,0,TESS,144440290,222.01
8.4536777,2.36e-05,-2.36e-05,2459041.281746,0.000957,-0.000957,3.5738006,0.0698212,-0.0698212,2872.2887525,217.04503,-217.04503,4.0269258,0.2118907,-0.2118907,754.6240935,76.6379132,,,3588.0,87.0,-87.0,4.60198,0.0633204,-0.0633204,0.698009,0.0210957,-0.0210957,6.755,311.291137,-31.34245,1,TESS,441420236,2221.01
7.397216,1.44e-05,-1.44e-05,2458357.364688,0.001242,-0.001242,1.3164962,0.5830637,-0.5830637,953.5477499,99.84064,-99.84064,1.2711131,1.7052798,-1.7052798,409.942287,6.6743946,,,3342.0,131.1,-131.1,4.438,0.0852564,-0.0852564,0.407103,0.0124724,-0.0124724,10.3475,10.569754,-36.717974,1,TESS,118327550,244.01
17.1217196,3.28e-05,-3.28e-05,2459183.305376,0.001016,-0.001016,6.507,0.311,-0.311,131000.0,0.701384,-0.701384,10.2267,0.516223,-0.516223,1053.0,204.585,,,5762.0,130.882,-130.882,4.44944,0.077825,-0.077825,1.0,0.05,-0.05,11.402,65.100654,-31.081604,0,TESS,168871868,2442.01
15.6692322,0.0021405,-0.0021405,2459148.098617,0.001469,-0.001469,4.562853,0.2075845,-0.2075845,1393.3814802,45.044777,-45.044777,2.6868893,0.5470478,-0.5470478,486.9971964,13.2931176,,,4214.44,131.326,-131.326,4.52845,0.109238,-0.109238,0.732115,0.0713468,-0.0713468,8.2969,40.179861,1.199676,1,TESS,318753380,2443.01
0.3711334,1.58e-05,-1.58e-05,2458411.217326,0.000628,-0.000628,0.4918187,0.2655613,-0.2655613,2322.6218151,327.0959,-327.0959,1.4062147,0.8266142,-0.8266142,964.4647664,204.4873602,,,3333.0,157.0,-157.0,4.95786,0.0096125,-0.0096125,0.272233,0.0082001,-0.0082001,13.1292,43.316155,0.052337,1,TESS,439867639,2445.01
