kepid,koi_srad,koi_steff,koi_disposition
4545570,0.777,5401.0,CONFIRMED
7598111,1.0,5780.0,FALSE POSITIVE
5457326,0.72,4705.0,CANDIDATE
8240746,0.75,5680.0,FALSE POSITIVE
10610039,0.831,6068.0,CANDIDATE
9652655,1.092,6246.0,FALSE POSITIVE
10140843,0.889,6054.0,FALSE POSITIVE
8628761,1.836,6728.0,CANDIDATE
10473272,0.94,5910.0,FALSE POSITIVE
4750669,0.795,5613.0,CANDIDATE
9824928,0.554,4289.0,FALSE POSITIVE
6717252,1.013,5600.0,CANDIDATE
5817685,1.163,5960.0,FALSE POSITIVE
4902202,1.155,5645.0,CANDIDATE
7282042,1.182,6473.0,FALSE POSITIVE
7523542,0.815,5610.0,FALSE POSITIVE
3109937,0.82,5595.0,FALSE POSITIVE
9386171,0.734,4977.0,FALSE POSITIVE
11350118,0.594,4328.0,CANDIDATE
11671579,1.497,5578.0,CONFIRMED
11553598,1.136,6432.0,FALSE POSITIVE
12069414,0.776,5286.0,FALSE POSITIVE
9216775,0.87,5500.0,CONFIRMED
2572029,1.16,6103.0,CANDIDATE
7905106,0.883,5735.0,CANDIDATE
9007151,0.769,5461.0,CANDIDATE
4450844,1.471,5843.0,CANDIDATE
8443265,0.724,4954.0,FALSE POSITIVE
3240406,2.152,7624.0,FALSE POSITIVE
11181260,1.162,6392.0,CANDIDATE
5090803,1.302,6471.0,FALSE POSITIVE
2558163,0.791,5957.0,CANDIDATE
8107611,1.692,6738.0,CANDIDATE
8377197,1.365,6717.0,FALSE POSITIVE
6137779,1.41,6737.0,FALSE POSITIVE
11913072,1.111,6341.0,FALSE POSITIVE
8752940,1.611,5086.0,CANDIDATE
9083470,0.74,5288.0,FALSE POSITIVE
5783732,1.141,6146.0,FALSE POSITIVE
6278762,0.721,5051.0,CONFIRMED
7900100,1.02,6194.0,FALSE POSITIVE
9849884,1.86,6123.0,FALSE POSITIVE
11243547,0.43,3754.0,FALSE POSITIVE
4384909,0.933,5383.0,CANDIDATE
9009036,1.63,6547.0,CONFIRMED
11506654,1.5,5818.0,CANDIDATE
5687700,0.883,5955.0,CANDIDATE
8806985,1.436,6483.0,CANDIDATE
10491525,2.391,6403.0,FALSE POSITIVE
3859042,0.748,5348.0,FALSE POSITIVE
6527078,0.774,5361.0,CANDIDATE
4946049,3.339,8046.0,FALSE POSITIVE
2857607,0.837,5852.0,CONFIRMED
5559651,0.87,5730.0,FALSE POSITIVE
5962262,0.84,5009.0,CONFIRMED
5437348,1.744,6578.0,FALSE POSITIVE
8429668,2.243,5242.0,FALSE POSITIVE
7429240,0.946,5462.0,CONFIRMED
10120548,0.706,5051.0,CANDIDATE
4474462,1.156,5860.0,CANDIDATE
7032001,0.758,5776.0,FALSE POSITIVE
4141593,1.177,5999.0,CANDIDATE
10003058,2.985,5814.0,CANDIDATE
9031703,1.863,5354.0,CANDIDATE
6199864,0.62,4227.0,FALSE POSITIVE
9577855,1.09,6355.0,FALSE POSITIVE
12204137,0.831,5271.0,CANDIDATE
4386607,0.868,5853.0,FALSE POSITIVE
5389956,0.891,5897.0,CANDIDATE
12108364,0.897,5838.0,FALSE POSITIVE
8295671,0.898,6038.0,FALSE POSITIVE
10662202,0.828,4954.0,CANDIDATE
10407210,1.863,6652.0,FALSE POSITIVE
7457278,1.002,6047.0,FALSE POSITIVE
3934657,0.869,5753.0,CANDIDATE
7515336,1.32,5687.0,CANDIDATE
8984755,1.051,5602.0,FALSE POSITIVE
7366895,0.971,5914.0,FALSE POSITIVE
10729472,0.897,5838.0,FALSE POSITIVE
6200612,0.999,6360.0,FALSE POSITIVE
9777200,3.096,6858.0,FALSE POSITIVE
3557560,1.252,5635.0,CANDIDATE
12109267,1.15,6384.0,CANDIDATE
8700895,1.157,5753.0,CANDIDATE
5003670,1.006,5700.0,CONFIRMED
5200084,3.05,7846.0,FALSE POSITIVE
4144873,8.123,4687.0,FALSE POSITIVE
5003670,1.006,5700.0,CANDIDATE
9171886,0.757,5680.0,FALSE POSITIVE
3337061,1.0,5780.0,FALSE POSITIVE
5696918,0.421,3925.0,FALSE POSITIVE
12265786,0.63,4985.0,CANDIDATE
8487838,0.941,5893.0,FALSE POSITIVE
10873178,0.777,6035.0,CANDIDATE
11337012,0.832,5555.0,CANDIDATE
8359569,1.137,6452.0,CANDIDATE
8937762,0.771,5521.0,FALSE POSITIVE
2720828,0.987,6192.0,FALSE POSITIVE
9837828,0.854,4992.0,CANDIDATE
4857058,0.874,5135.0,CANDIDATE
8652577,0.918,6056.0,FALSE POSITIVE
8804937,0.951,5900.0,FALSE POSITIVE
9947389,1.08,5497.0,CANDIDATE
11912987,0.971,5957.0,FALSE POSITIVE
3765917,1.328,5803.0,CANDIDATE
4136659,1.049,5923.0,FALSE POSITIVE
3438976,1.055,6202.0,FALSE POSITIVE
7833305,0.816,5421.0,CANDIDATE
6610064,1.031,5427.0,FALSE POSITIVE
12647577,0.992,5772.0,CANDIDATE
5476671,0.883,5977.0,FALSE POSITIVE
7335972,0.854,5561.0,FALSE POSITIVE
4252671,3.775,5758.0,CANDIDATE
2694632,1.485,5631.0,FALSE POSITIVE
11153476,1.081,6278.0,CANDIDATE
6144039,0.964,5441.0,CANDIDATE
5428471,0.946,5743.0,FALSE POSITIVE
7283710,0.763,4957.0,FALSE POSITIVE
5985713,1.207,6047.0,CANDIDATE
10794509,2.144,6745.0,FALSE POSITIVE
6839010,1.056,5762.0,CANDIDATE
9775385,2.015,7675.0,CANDIDATE
6197344,0.823,5305.0,CANDIDATE
11357664,0.64,4362.0,CANDIDATE
2576224,2.092,7524.0,FALSE POSITIVE
3967501,5.915,4766.0,FALSE POSITIVE
7272132,1.002,6338.0,CANDIDATE
6437226,0.993,6014.0,FALSE POSITIVE
2710623,1.106,5750.0,FALSE POSITIVE
3330684,0.132,2900.0,FALSE POSITIVE
2696703,1.666,6785.0,FALSE POSITIVE
7699298,1.629,5412.0,FALSE POSITIVE
8430053,1.168,6451.0,CANDIDATE
7115661,1.0,5780.0,FALSE POSITIVE
2853889,1.31,6437.0,FALSE POSITIVE
12458605,0.954,6045.0,CANDIDATE
4845862,0.749,4840.0,FALSE POSITIVE
10130057,0.805,5426.0,FALSE POSITIVE
4953173,2.407,5947.0,CANDIDATE
9838608,0.918,6063.0,FALSE POSITIVE
4247811,0.854,5568.0,FALSE POSITIVE
6543645,1.463,6088.0,FALSE POSITIVE
5352640,0.819,5436.0,CANDIDATE
8738244,7.762,8247.0,FALSE POSITIVE
4157052,3.07,6218.0,FALSE POSITIVE
10006641,0.736,4982.0,FALSE POSITIVE
10815916,1.311,6495.0,FALSE POSITIVE
3547760,0.748,5289.0,FALSE POSITIVE
7281484,1.353,6476.0,FALSE POSITIVE
4848115,0.66,4856.0,FALSE POSITIVE
4048898,1.288,5919.0,CANDIDATE
5991765,1.834,6200.0,FALSE POSITIVE
3962872,1.038,6058.0,FALSE POSITIVE
11912911,0.777,5340.0,FALSE POSITIVE
7045435,1.053,6018.0,FALSE POSITIVE
2972800,0.938,6028.0,FALSE POSITIVE
8573168,0.818,5561.0,FALSE POSITIVE
10801249,1.263,6323.0,FALSE POSITIVE
4587135,0.762,5757.0,CANDIDATE
3857860,1.741,6148.0,FALSE POSITIVE
5024252,1.0,5780.0,FALSE POSITIVE
7430876,1.0,5780.0,FALSE POSITIVE
4843592,1.022,5755.0,FALSE POSITIVE
9602775,0.694,5404.0,FALSE POSITIVE
8955709,0.693,4499.0,FALSE POSITIVE
7031430,0.358,3453.0,FALSE POSITIVE
7133294,1.382,5771.0,CONFIRMED
4381429,0.754,5364.0,CONFIRMED
11912916,0.826,5514.0,FALSE POSITIVE
12108293,0.736,5383.0,FALSE POSITIVE
5301093,0.772,5218.0,FALSE POSITIVE
5511659,1.111,5543.0,CANDIDATE
9640946,0.881,5087.0,FALSE POSITIVE
9776186,1.0,5780.0,FALSE POSITIVE
9752973,1.173,6109.0,FALSE POSITIVE
8044600,0.87,5730.0,FALSE POSITIVE
10220837,0.979,5726.0,CONFIRMED
10991239,44.448,4136.0,FALSE POSITIVE
7583650,1.362,6474.0,CANDIDATE
9345819,1.076,6249.0,FALSE POSITIVE
9180566,,,FALSE POSITIVE
3867794,0.998,5763.0,CANDIDATE
5819801,2.431,5747.0,CANDIDATE
11092040,0.988,6047.0,FALSE POSITIVE
4851145,0.959,5999.0,FALSE POSITIVE
10292540,0.851,5713.0,FALSE POSITIVE
3732894,0.914,5812.0,FALSE POSITIVE
6276791,0.864,5749.0,CANDIDATE
6278762,0.721,5051.0,CONFIRMED
6276791,0.864,5749.0,CONFIRMED
8636600,0.811,5071.0,CONFIRMED
10220950,1.276,6521.0,FALSE POSITIVE
10140122,0.788,4973.0,CANDIDATE
5033823,3.147,5897.0,CANDIDATE
10342316,0.975,6056.0,FALSE POSITIVE
5305399,0.881,5968.0,FALSE POSITIVE
3223433,1.015,5803.0,CANDIDATE
8803757,1.046,5523.0,CANDIDATE
12021811,0.624,4205.0,FALSE POSITIVE
9479306,0.757,5541.0,CANDIDATE
5437762,1.141,6358.0,CANDIDATE
3962684,1.922,5109.0,FALSE POSITIVE
4730442,1.589,5925.0,FALSE POSITIVE
9447166,0.781,4762.0,CONFIRMED
9643043,0.853,5735.0,FALSE POSITIVE
8151055,0.638,4463.0,CONFIRMED
7177555,0.666,4438.0,FALSE POSITIVE
3348082,1.548,5570.0,CONFIRMED
4996057,2.247,5086.0,CANDIDATE
8349399,1.117,5995.0,CANDIDATE
6043562,0.748,5269.0,CANDIDATE
10615440,1.196,6025.0,CONFIRMED
4919550,0.859,5032.0,CANDIDATE
5802292,0.923,6072.0,FALSE POSITIVE
5126932,1.0,5780.0,FALSE POSITIVE
10034146,0.777,5470.0,FALSE POSITIVE
4175105,1.043,5981.0,FALSE POSITIVE
5645170,0.656,5516.0,CANDIDATE
8216763,0.613,4352.0,CANDIDATE
9110610,2.241,6194.0,CANDIDATE
2437897,0.661,4544.0,FALSE POSITIVE
9307966,1.006,6181.0,FALSE POSITIVE
5556726,4.928,4898.0,FALSE POSITIVE
2554853,1.614,6908.0,FALSE POSITIVE
5208962,1.756,6102.0,CANDIDATE
7889486,0.904,5763.0,FALSE POSITIVE
7889486,0.904,5763.0,FALSE POSITIVE
4742188,0.992,6031.0,CANDIDATE
8301878,0.901,5631.0,CANDIDATE
8233802,0.874,5806.0,FALSE POSITIVE
7510820,0.722,4987.0,CONFIRMED
10221505,0.651,5201.0,CANDIDATE
6116035,2.079,5691.0,FALSE POSITIVE
8958359,1.265,6036.0,FALSE POSITIVE
11658036,1.289,6701.0,CANDIDATE
8397947,1.193,6072.0,CANDIDATE
6665860,1.574,5812.0,CANDIDATE
7983117,1.788,6033.0,CONFIRMED
5480884,0.515,4607.0,FALSE POSITIVE
12506417,1.257,6496.0,FALSE POSITIVE
10187563,1.038,6184.0,FALSE POSITIVE
5769810,2.829,6537.0,CANDIDATE
12071754,1.312,5611.0,CANDIDATE
10384298,1.401,5383.0,CANDIDATE
3109550,1.286,5513.0,CANDIDATE
5544450,1.574,6615.0,FALSE POSITIVE
9307105,0.794,5463.0,FALSE POSITIVE
6880517,0.819,5436.0,CONFIRMED
6615511,0.935,5973.0,CONFIRMED
6131130,0.865,5290.0,CANDIDATE
3632089,0.928,5638.0,CONFIRMED
4742452,1.08,6108.0,CANDIDATE
9959494,1.081,6620.0,FALSE POSITIVE
8397947,0.768,5775.0,CONFIRMED
7906892,1.11,6095.0,CANDIDATE
4277304,0.876,5285.0,CANDIDATE
8626325,2.789,5334.0,CANDIDATE
3098605,0.775,5285.0,CANDIDATE
11456405,0.886,5537.0,FALSE POSITIVE
8320630,0.868,5668.0,CANDIDATE
4544684,0.891,6077.0,FALSE POSITIVE
9005321,0.623,4228.0,CANDIDATE
8975368,1.316,6033.0,FALSE POSITIVE
9291039,1.21,6017.0,FALSE POSITIVE
5168498,2.38,5127.0,FALSE POSITIVE
10489539,1.617,6195.0,FALSE POSITIVE
9569711,0.962,5734.0,CONFIRMED
12314973,1.573,6206.0,CONFIRMED
3348082,1.548,5570.0,CONFIRMED
3632089,0.928,5638.0,CONFIRMED
5563300,0.865,5290.0,CANDIDATE
12253769,0.918,5401.0,CANDIDATE
12735830,1.954,4774.0,CONFIRMED
8054719,0.871,5934.0,CANDIDATE
6592335,0.28,3396.0,CONFIRMED
5651829,2.08,5951.0,FALSE POSITIVE
4762283,0.48,4281.0,CANDIDATE
9094763,0.938,5942.0,FALSE POSITIVE
3849187,0.86,5591.0,CANDIDATE
2976017,0.702,5483.0,CANDIDATE
6786224,0.857,5802.0,CANDIDATE
10338279,0.842,5615.0,FALSE POSITIVE
4851239,0.941,5798.0,FALSE POSITIVE
5009688,1.131,5861.0,FALSE POSITIVE
11072016,1.05,5942.0,CANDIDATE
3245969,0.76,4999.0,CANDIDATE
10057494,1.239,6258.0,CONFIRMED
7902003,2.074,6312.0,CANDIDATE
6587796,1.066,5731.0,CONFIRMED
9489953,3.006,5896.0,FALSE POSITIVE
5305240,1.433,5717.0,FALSE POSITIVE
11905409,0.867,5904.0,CANDIDATE
9571186,0.779,4921.0,CANDIDATE
9838060,0.818,5561.0,FALSE POSITIVE
8554701,0.921,6086.0,CONFIRMED
5389632,0.878,5799.0,FALSE POSITIVE
9031209,0.74,5288.0,CONFIRMED
5951416,0.931,6225.0,FALSE POSITIVE
5612697,1.0,5780.0,CANDIDATE
8973285,0.973,6032.0,CANDIDATE
4645833,0.686,5345.0,FALSE POSITIVE
8940918,0.653,4440.0,FALSE POSITIVE
3758922,0.956,5817.0,CANDIDATE
8360041,0.864,5215.0,CANDIDATE
9827596,1.012,6063.0,FALSE POSITIVE
9782748,1.007,6046.0,CANDIDATE
2860656,0.927,6011.0,CANDIDATE
6206559,2.477,6106.0,FALSE POSITIVE
5024429,1.038,6184.0,FALSE POSITIVE
9532117,1.869,6277.0,FALSE POSITIVE
6928906,2.804,7382.0,FALSE POSITIVE
9821151,1.132,6353.0,FALSE POSITIVE
8073705,1.303,6035.0,CONFIRMED
8330548,,,FALSE POSITIVE
4271474,0.789,5383.0,CONFIRMED
5130983,1.024,6208.0,FALSE POSITIVE
11497958,0.383,3526.0,CONFIRMED
11093538,1.046,6258.0,FALSE POSITIVE
11044779,0.829,5569.0,FALSE POSITIVE
6438379,0.894,6043.0,FALSE POSITIVE
9145415,0.752,5407.0,FALSE POSITIVE
4545926,1.225,6356.0,FALSE POSITIVE
9396760,0.921,6039.0,FALSE POSITIVE
5119619,0.932,6098.0,FALSE POSITIVE
9582496,0.798,5489.0,FALSE POSITIVE
7094944,0.758,4807.0,CANDIDATE
3343281,1.077,6309.0,FALSE POSITIVE
2573108,4.146,6700.0,FALSE POSITIVE
6425597,0.788,5671.0,CANDIDATE
9885417,0.726,4872.0,CONFIRMED
3336476,2.106,8482.0,FALSE POSITIVE
10917433,1.044,5761.0,CANDIDATE
5091479,0.884,6067.0,CANDIDATE
9083564,1.434,6210.0,FALSE POSITIVE
7335713,5.769,5261.0,FALSE POSITIVE
8331612,1.057,6020.0,CONFIRMED
8874090,0.45,3751.0,CANDIDATE
8331612,1.057,6020.0,CANDIDATE
5185765,1.55,6253.0,FALSE POSITIVE
5965819,1.496,5794.0,CONFIRMED
5965819,1.496,5794.0,CONFIRMED
8328916,1.114,6119.0,CANDIDATE
11294883,1.565,5325.0,FALSE POSITIVE
3832474,0.867,5485.0,FALSE POSITIVE
10155029,0.997,5849.0,CANDIDATE
11618569,1.066,6247.0,CANDIDATE
11973517,0.651,4430.0,CANDIDATE
5471566,0.838,5559.0,FALSE POSITIVE
7345248,1.13,5888.0,CANDIDATE
5814013,0.66,5300.0,FALSE POSITIVE
7117355,1.04,5864.0,FALSE POSITIVE
5653072,34.674,3857.0,FALSE POSITIVE
2707985,3.46,7919.0,FALSE POSITIVE
9899141,0.998,5655.0,FALSE POSITIVE
8183288,0.679,4550.0,CONFIRMED
11305996,0.67,4267.0,FALSE POSITIVE
5965819,1.496,5794.0,CONFIRMED
6690171,0.875,5223.0,CANDIDATE
6859801,0.715,4946.0,FALSE POSITIVE
7767733,0.883,5955.0,FALSE POSITIVE
5193659,1.373,5562.0,CANDIDATE
5201593,1.143,5970.0,FALSE POSITIVE
6220312,0.918,5851.0,CANDIDATE
6358937,0.962,5250.0,CANDIDATE
9007609,0.806,5088.0,FALSE POSITIVE
11038580,1.869,5248.0,FALSE POSITIVE
7771181,0.696,4810.0,CANDIDATE
9509223,1.065,6332.0,FALSE POSITIVE
6720773,1.121,6143.0,FALSE POSITIVE
8056651,1.375,6517.0,FALSE POSITIVE
4665991,0.911,5941.0,FALSE POSITIVE
10191036,1.049,6238.0,FALSE POSITIVE
8280511,0.853,5528.0,CONFIRMED
10420301,0.559,4371.0,FALSE POSITIVE
4366323,0.82,5665.0,CANDIDATE
2853029,0.902,5316.0,CANDIDATE
12156174,1.295,5541.0,CONFIRMED
4634135,0.634,5204.0,FALSE POSITIVE
6955671,1.046,6258.0,CANDIDATE
5097856,0.718,5700.0,CANDIDATE
4736644,0.812,4915.0,CONFIRMED
5876805,0.86,5799.0,FALSE POSITIVE
5818068,0.784,5656.0,FALSE POSITIVE
10139390,0.752,5375.0,FALSE POSITIVE
8278073,1.707,5436.0,CANDIDATE
5273713,1.715,6406.0,FALSE POSITIVE
3526331,0.924,6026.0,FALSE POSITIVE
10810859,1.0,5886.0,CANDIDATE
7017274,2.335,6337.0,CANDIDATE
6767227,1.156,6538.0,CANDIDATE
11496490,1.205,6332.0,FALSE POSITIVE
1430305,2.27,6570.0,FALSE POSITIVE
7117549,1.086,6403.0,FALSE POSITIVE
2986833,0.555,3880.0,CANDIDATE
12055539,0.969,6075.0,CONFIRMED
12056139,1.155,6269.0,CONFIRMED
11853130,0.436,3638.0,CANDIDATE
4774646,1.309,6462.0,FALSE POSITIVE
9345933,0.643,4794.0,CANDIDATE
10030778,0.897,5838.0,FALSE POSITIVE
7870282,0.841,5471.0,FALSE POSITIVE
11153259,3.521,7894.0,FALSE POSITIVE
9021075,0.788,5008.0,CONFIRMED
5783938,0.902,6011.0,FALSE POSITIVE
11338056,0.806,4951.0,CANDIDATE
3445812,0.846,6123.0,FALSE POSITIVE
4473613,0.873,5520.0,CONFIRMED
10676750,0.863,6084.0,CANDIDATE
8960918,0.888,5158.0,FALSE POSITIVE
4647662,1.087,6445.0,FALSE POSITIVE
9822284,1.0,5780.0,FALSE POSITIVE
8940700,1.287,6200.0,FALSE POSITIVE
9581589,1.075,6322.0,CANDIDATE
11804437,1.068,6031.0,CANDIDATE
9850966,0.696,4895.0,FALSE POSITIVE
8747009,0.965,5587.0,FALSE POSITIVE
8826007,0.603,4406.0,CONFIRMED
8280511,0.853,5528.0,CANDIDATE
8620402,1.076,6214.0,CONFIRMED
8379021,0.892,5592.0,FALSE POSITIVE
8104030,1.055,6006.0,FALSE POSITIVE
4813793,2.224,5466.0,CANDIDATE
5282477,1.098,6055.0,FALSE POSITIVE
7266212,1.05,6156.0,CANDIDATE
6681546,0.999,6040.0,FALSE POSITIVE
6421137,1.64,6486.0,FALSE POSITIVE
9893278,0.742,5503.0,FALSE POSITIVE
9419020,0.399,3606.0,CANDIDATE
4548162,0.601,4214.0,FALSE POSITIVE
4270799,1.037,5589.0,CANDIDATE
8811490,1.497,5767.0,CANDIDATE
7293937,1.0,5780.0,FALSE POSITIVE
8043721,0.853,5699.0,FALSE POSITIVE
7985733,80.529,3715.0,FALSE POSITIVE
8094120,1.585,6514.0,CANDIDATE
6522824,3.04,4927.0,FALSE POSITIVE
6802536,,,FALSE POSITIVE
4750341,1.145,5571.0,FALSE POSITIVE
9935642,1.101,5516.0,CANDIDATE
6612327,0.747,5205.0,FALSE POSITIVE
7285757,0.732,5549.0,CONFIRMED
7285757,0.732,5549.0,CANDIDATE
5211922,0.639,5216.0,FALSE POSITIVE
5280587,0.878,5799.0,CONFIRMED
8129005,1.016,6354.0,FALSE POSITIVE
4840156,1.187,5823.0,FALSE POSITIVE
4138008,0.595,4401.0,CONFIRMED
4262040,2.648,5132.0,CANDIDATE
6468904,0.747,5683.0,FALSE POSITIVE
5709906,0.914,5896.0,FALSE POSITIVE
4840672,0.596,4781.0,CANDIDATE
9777556,13.777,4894.0,FALSE POSITIVE
7287677,0.83,5937.0,CANDIDATE
10753922,0.98,5440.0,FALSE POSITIVE
5980061,0.894,5458.0,FALSE POSITIVE
7692248,0.959,5999.0,CANDIDATE
4059887,2.638,5858.0,FALSE POSITIVE
8288741,0.852,5791.0,FALSE POSITIVE
6852354,,,FALSE POSITIVE
6691169,1.325,6622.0,CANDIDATE
5816811,,,FALSE POSITIVE
5303346,0.79,5306.0,FALSE POSITIVE
3858879,1.046,5889.0,FALSE POSITIVE
8280511,0.853,5528.0,CANDIDATE
3120904,2.483,6049.0,CONFIRMED
3342467,0.839,5497.0,FALSE POSITIVE
11757451,0.701,4721.0,CONFIRMED
2711597,0.722,4861.0,FALSE POSITIVE
8047428,1.283,6084.0,CONFIRMED
11513486,1.007,6046.0,CONFIRMED
4851283,1.0,5780.0,FALSE POSITIVE
6520519,0.923,5792.0,CANDIDATE
9459162,2.106,6831.0,CANDIDATE
5024138,0.781,6150.0,FALSE POSITIVE
9969287,0.959,5999.0,CANDIDATE
9086001,1.18,6348.0,FALSE POSITIVE
4927734,2.485,8431.0,FALSE POSITIVE
11189311,1.401,6352.0,CONFIRMED
10747501,0.911,5941.0,CANDIDATE
10586744,1.052,5984.0,CANDIDATE
11970050,0.993,6014.0,CANDIDATE
10031918,0.707,4914.0,FALSE POSITIVE
5276332,1.312,6131.0,FALSE POSITIVE
3544640,0.96,5982.0,CONFIRMED
10653179,0.965,5936.0,CONFIRMED
12066569,0.529,3899.0,CONFIRMED
6497146,0.524,3749.0,CONFIRMED
8625813,0.643,4266.0,FALSE POSITIVE
4651399,8.811,4893.0,FALSE POSITIVE
5308296,0.84,5662.0,CANDIDATE
9953575,1.719,5288.0,FALSE POSITIVE
7887890,1.025,6117.0,FALSE POSITIVE
3122872,2.467,6404.0,CANDIDATE
4544628,1.03,6084.0,FALSE POSITIVE
9702945,0.989,6201.0,CANDIDATE
11401253,2.011,5339.0,CANDIDATE
7052511,0.836,4889.0,FALSE POSITIVE
4764774,0.842,5693.0,FALSE POSITIVE
10549902,1.989,5438.0,CANDIDATE
12416597,0.933,5435.0,CANDIDATE
11135694,1.023,6118.0,CANDIDATE
9910828,0.728,5415.0,FALSE POSITIVE
10065053,1.064,6167.0,CANDIDATE
11867608,1.549,6240.0,FALSE POSITIVE
8016691,0.602,4257.0,CONFIRMED
6584273,0.881,5968.0,CONFIRMED
5768816,0.981,5641.0,CONFIRMED
3644071,1.048,5609.0,FALSE POSITIVE
5360974,0.827,5223.0,FALSE POSITIVE
10291589,0.925,6060.0,CANDIDATE
10118266,0.851,5207.0,CANDIDATE
5695615,1.108,6355.0,CANDIDATE
4670267,0.844,5775.0,FALSE POSITIVE
7435780,1.169,6499.0,FALSE POSITIVE
8938937,0.86,5591.0,FALSE POSITIVE
5651846,0.777,5675.0,CANDIDATE
10556180,1.2,6444.0,FALSE POSITIVE
12401132,1.179,6407.0,CANDIDATE
12401132,1.175,6422.0,FALSE POSITIVE
8308070,0.939,6170.0,FALSE POSITIVE
6424561,1.021,6086.0,CANDIDATE
6956136,2.02,6085.0,FALSE POSITIVE
10661917,1.73,6011.0,FALSE POSITIVE
10000162,0.799,4955.0,CANDIDATE
7799701,1.615,6384.0,FALSE POSITIVE
6233483,1.054,6161.0,FALSE POSITIVE
5392871,1.121,6133.0,FALSE POSITIVE
3858851,1.035,6363.0,FALSE POSITIVE
3858917,0.904,5659.0,FALSE POSITIVE
4466356,0.988,6072.0,FALSE POSITIVE
7949593,0.946,5724.0,CANDIDATE
9474232,0.931,5906.0,FALSE POSITIVE
3859151,0.881,6139.0,FALSE POSITIVE
7098255,0.691,4597.0,CANDIDATE
11456279,1.593,7338.0,FALSE POSITIVE
4670361,1.059,6382.0,CANDIDATE
5398002,3.746,8753.0,FALSE POSITIVE
6680911,1.033,5731.0,FALSE POSITIVE
10356124,3.598,5165.0,FALSE POSITIVE
10584140,1.31,5992.0,CANDIDATE
8233326,3.231,5110.0,CANDIDATE
4940203,0.797,5734.0,CANDIDATE
6286161,1.148,5997.0,FALSE POSITIVE
5385471,0.851,5713.0,FALSE POSITIVE
6368175,0.849,6355.0,CONFIRMED
5471158,0.893,5713.0,FALSE POSITIVE
4847843,3.558,5367.0,FALSE POSITIVE
5120225,0.991,5838.0,FALSE POSITIVE
9656543,1.616,5503.0,FALSE POSITIVE
10751515,0.647,5011.0,FALSE POSITIVE
3348093,0.715,4478.0,FALSE POSITIVE
6182846,0.988,6233.0,FALSE POSITIVE
4939346,1.069,6194.0,CONFIRMED
6442602,0.749,4796.0,FALSE POSITIVE
9851126,0.787,5385.0,FALSE POSITIVE
6268648,1.308,6099.0,CANDIDATE
11455428,1.445,5312.0,CONFIRMED
10484409,0.797,5459.0,FALSE POSITIVE
10935993,0.966,6195.0,CANDIDATE
5257082,0.945,5947.0,CANDIDATE
5796185,0.863,5764.0,FALSE POSITIVE
8628665,1.06,5841.0,CANDIDATE
3945802,0.885,5659.0,FALSE POSITIVE
6265665,0.753,5002.0,CONFIRMED
5881307,0.989,6217.0,CANDIDATE
4645174,1.601,5849.0,CONFIRMED
4645174,1.601,5849.0,CANDIDATE
8719419,1.844,6878.0,FALSE POSITIVE
9028474,0.941,5887.0,FALSE POSITIVE
4349442,0.724,4914.0,FALSE POSITIVE
6124137,2.193,6004.0,CANDIDATE
3644542,3.251,8275.0,FALSE POSITIVE
6182849,0.935,6133.0,FALSE POSITIVE
9851142,2.21,7059.0,FALSE POSITIVE
3442054,2.079,6429.0,FALSE POSITIVE
4079530,0.895,6021.0,FALSE POSITIVE
6445531,1.171,6418.0,FALSE POSITIVE
10677186,1.1,5903.0,FALSE POSITIVE
9025914,1.127,6153.0,FALSE POSITIVE
9366988,1.271,5914.0,FALSE POSITIVE
11657614,0.805,4891.0,CANDIDATE
11657614,0.805,4891.0,CONFIRMED
5687986,2.59,5993.0,CANDIDATE
11125797,0.82,5413.0,CANDIDATE
9785921,1.052,6215.0,CONFIRMED
3102000,0.863,5931.0,FALSE POSITIVE
6599975,1.061,6065.0,CONFIRMED
8266276,0.797,4748.0,FALSE POSITIVE
5887316,1.134,6353.0,FALSE POSITIVE
4282191,1.138,6434.0,CONFIRMED
3559860,0.99,5819.0,CONFIRMED
10651945,1.024,6208.0,FALSE POSITIVE
7117003,0.806,5662.0,FALSE POSITIVE
3240159,2.012,6395.0,FALSE POSITIVE
6147851,1.01,5878.0,FALSE POSITIVE
9658118,1.138,6461.0,FALSE POSITIVE
7132542,0.857,5583.0,FALSE POSITIVE
8589754,2.225,6461.0,FALSE POSITIVE
3757590,1.301,6401.0,FALSE POSITIVE
2437149,0.796,5334.0,FALSE POSITIVE
9715925,0.78,5069.0,FALSE POSITIVE
9529733,1.166,6462.0,FALSE POSITIVE
9613070,1.094,6384.0,FALSE POSITIVE
9967771,1.207,5539.0,CONFIRMED
10845188,1.02,5940.0,FALSE POSITIVE
6543893,1.797,6068.0,CANDIDATE
5709103,1.116,6143.0,FALSE POSITIVE
6705026,1.668,6144.0,CONFIRMED
6705026,1.668,6144.0,CANDIDATE
6779726,0.924,5889.0,CONFIRMED
3098843,,,FALSE POSITIVE
5553959,0.508,4338.0,CANDIDATE
7288306,0.702,5340.0,CONFIRMED
5887393,2.968,7612.0,FALSE POSITIVE
5384713,0.529,3705.0,CANDIDATE
5384713,0.529,3705.0,CANDIDATE
5384713,0.529,3705.0,CANDIDATE
11860395,1.425,5602.0,CONFIRMED
5456023,2.182,4916.0,FALSE POSITIVE
