kepid,koi_srad,koi_steff,koi_disposition
1872821,0.899,5806.0,CONFIRMED
8013439,2.188,6197.0,CONFIRMED
8013439,2.188,6197.0,CONFIRMED
8013439,2.188,6197.0,CONFIRMED
7207061,0.806,5376.0,CONFIRMED
6921944,0.697,4299.0,CONFIRMED
9532052,0.755,5332.0,CONFIRMED
8164012,1.705,5907.0,CONFIRMED
4140813,0.688,4500.0,CONFIRMED
8611781,1.041,5878.0,CONFIRMED
3097926,0.853,5062.0,CANDIDATE
10518424,0.923,6106.0,CANDIDATE
5730445,0.799,5009.0,CANDIDATE
5601258,0.552,3867.0,CONFIRMED
7960980,0.81,5265.0,CONFIRMED
8107225,0.804,5216.0,CONFIRMED
3458028,2.043,7216.0,CONFIRMED
3342794,1.314,5845.0,CONFIRMED
3342794,1.314,5845.0,CONFIRMED
5716932,2.046,6160.0,CONFIRMED
11288051,0.651,4983.0,CONFIRMED
7515670,0.865,6191.0,FALSE POSITIVE
11566256,1.012,6063.0,CONFIRMED
8495415,0.793,5080.0,CONFIRMED
4055304,0.886,5132.0,CONFIRMED
4857213,0.905,5146.0,CONFIRMED
9415108,1.032,5362.0,CONFIRMED
4262581,2.652,5443.0,CONFIRMED
8591693,0.949,6036.0,CONFIRMED
4833421,1.191,6038.0,CONFIRMED
8282651,0.651,4478.0,CONFIRMED
3548044,0.95,5670.0,CONFIRMED
11401767,1.209,6056.0,CONFIRMED
10909127,0.843,5431.0,CONFIRMED
3661886,1.184,5949.0,CONFIRMED
3661886,1.184,5949.0,CONFIRMED
2439243,1.244,5624.0,CONFIRMED
9221517,0.822,5173.0,CONFIRMED
6751874,1.463,5862.0,CONFIRMED
10863608,0.853,5766.0,CONFIRMED
5602588,0.969,6075.0,CONFIRMED
11288051,0.651,4983.0,CONFIRMED
5602588,0.969,6075.0,CANDIDATE
5385304,2.763,6715.0,CANDIDATE
5547480,0.973,6032.0,FALSE POSITIVE
11462341,0.581,4132.0,CANDIDATE
9405595,1.009,6244.0,CONFIRMED
3546060,0.618,4818.0,CONFIRMED
7019489,0.805,5485.0,FALSE POSITIVE
2141783,1.411,6056.0,FALSE POSITIVE
4144576,0.887,5237.0,CONFIRMED
8494542,1.496,6455.0,CONFIRMED
9992325,0.768,4973.0,CONFIRMED
11073656,0.958,5751.0,CANDIDATE
10206675,0.615,4098.0,FALSE POSITIVE
9945370,0.865,5861.0,CONFIRMED
3832716,1.368,6158.0,FALSE POSITIVE
8453211,0.875,5544.0,FALSE POSITIVE
8973129,0.968,5468.0,CONFIRMED
12505654,0.777,5230.0,CONFIRMED
7215678,0.921,6086.0,CANDIDATE
11670125,0.757,4859.0,CONFIRMED
11461844,1.026,6102.0,CONFIRMED
7449554,1.53,5583.0,CANDIDATE
9351920,1.046,6142.0,CONFIRMED
2161536,0.587,3967.0,CONFIRMED
10549023,1.216,6643.0,CONFIRMED
9661979,1.104,5390.0,CONFIRMED
8219268,6.221,4604.0,CONFIRMED
10531955,1.132,5821.0,CONFIRMED
4833421,1.191,6038.0,CONFIRMED
8168187,1.839,5528.0,CONFIRMED
4142847,0.759,4895.0,CONFIRMED
10203349,1.412,5559.0,CONFIRMED
9718066,0.67,4657.0,CONFIRMED
3440978,0.771,5250.0,CANDIDATE
3867615,1.26,6053.0,CONFIRMED
12121570,0.706,5051.0,CONFIRMED
8410415,0.915,5316.0,CONFIRMED
7987866,0.722,5242.0,CONFIRMED
9532710,1.829,5383.0,CANDIDATE
11560897,1.529,5883.0,CONFIRMED
11342416,1.406,6126.0,CONFIRMED
9086251,1.446,6164.0,CONFIRMED
4254466,1.129,5852.0,CONFIRMED
5801571,1.236,6366.0,FALSE POSITIVE
9904006,1.267,6178.0,CONFIRMED
5288570,3.279,6153.0,FALSE POSITIVE
9364609,0.8,5311.0,CONFIRMED
7457296,0.778,5178.0,CONFIRMED
10328458,0.748,4816.0,CONFIRMED
7050060,1.26,5974.0,FALSE POSITIVE
4248120,0.892,5530.0,CONFIRMED
9580992,0.819,5329.0,CANDIDATE
8321314,0.891,5523.0,CONFIRMED
6934986,1.242,5765.0,CANDIDATE
4049901,0.797,5425.0,CANDIDATE
11498128,0.972,5679.0,CONFIRMED
8041216,1.03,5767.0,CONFIRMED
11824786,0.938,6119.0,CONFIRMED
12254909,1.183,6074.0,CONFIRMED
10798331,1.054,5708.0,CANDIDATE
9364290,1.309,5587.0,CONFIRMED
9364290,1.309,5587.0,CONFIRMED
5022828,2.286,9565.0,CONFIRMED
8233702,0.87,5730.0,CONFIRMED
11403339,0.843,5412.0,CONFIRMED
8260902,0.913,5432.0,CONFIRMED
8381204,1.0,6057.0,CONFIRMED
12058204,1.1,5588.0,CONFIRMED
12058204,1.1,5588.0,CONFIRMED
4833421,1.191,6038.0,CONFIRMED
5357545,0.716,4901.0,CONFIRMED
6871071,1.515,5640.0,CONFIRMED
5342473,1.129,6047.0,CONFIRMED
9334893,0.525,4729.0,CANDIDATE
9963265,1.071,6090.0,CONFIRMED
10583761,0.829,5266.0,CONFIRMED
7542813,0.973,6205.0,CONFIRMED
12058147,1.282,5866.0,CONFIRMED
8164257,0.828,4954.0,CONFIRMED
8164257,0.828,4954.0,CONFIRMED
8164257,0.828,4954.0,CONFIRMED
10593759,1.181,6248.0,FALSE POSITIVE
6774537,0.807,4983.0,CONFIRMED
10404582,1.017,5757.0,CONFIRMED
5959753,0.849,5022.0,CONFIRMED
6021193,1.391,5711.0,CONFIRMED
6021193,1.391,5711.0,CONFIRMED
6871071,1.515,5640.0,CONFIRMED
6871071,1.515,5640.0,CONFIRMED
6287313,1.014,6082.0,CONFIRMED
9289704,5.555,7818.0,CANDIDATE
9278725,0.753,5002.0,CONFIRMED
4458082,1.347,6688.0,CONFIRMED
8042453,0.914,5911.0,CONFIRMED
10874215,0.931,5841.0,CONFIRMED
6666233,0.563,3862.0,FALSE POSITIVE
7661065,0.858,5290.0,FALSE POSITIVE
3937519,1.087,5392.0,CONFIRMED
8866137,0.744,5136.0,CONFIRMED
10857519,1.358,6084.0,CONFIRMED
9517393,1.012,6063.0,CONFIRMED
9351316,0.641,4243.0,CONFIRMED
6021193,1.391,5711.0,CONFIRMED
10617017,1.636,6154.0,CONFIRMED
3229150,0.938,5942.0,CONFIRMED
7989422,1.953,5957.0,FALSE POSITIVE
9641481,1.08,5520.0,CONFIRMED
8892157,0.95,5709.0,CONFIRMED
8892157,0.876,5830.0,CANDIDATE
11569782,1.727,4827.0,CONFIRMED
4833421,1.191,6038.0,CONFIRMED
11520459,0.887,5427.0,CANDIDATE
7219825,1.216,6086.0,CONFIRMED
3749978,0.87,5712.0,CONFIRMED
10010440,1.032,6319.0,CONFIRMED
11718144,0.884,5475.0,CONFIRMED
4247991,,,CANDIDATE
4247991,,,CANDIDATE
10026544,2.251,6146.0,CANDIDATE
9473078,1.196,5457.0,CONFIRMED
10864531,0.94,5910.0,CONFIRMED
10864531,0.94,5910.0,CONFIRMED
2853780,3.152,5295.0,CANDIDATE
9472000,1.367,5866.0,CONFIRMED
10253547,1.383,6103.0,CONFIRMED
10253547,1.383,6103.0,CONFIRMED
12505076,0.921,5831.0,CONFIRMED
6185476,0.47,3745.0,CANDIDATE
12116380,1.013,5330.0,CONFIRMED
2556650,0.433,3731.0,CONFIRMED
10600955,1.246,5565.0,CONFIRMED
10801100,1.698,6711.0,FALSE POSITIVE
4473226,0.904,5570.0,CONFIRMED
8914779,1.896,6258.0,FALSE POSITIVE
2854181,1.016,5492.0,CONFIRMED
8963721,1.008,5700.0,FALSE POSITIVE
10132832,0.971,5957.0,CONFIRMED
3219995,0.949,6103.0,CONFIRMED
6062929,0.702,5165.0,CONFIRMED
7504778,1.077,6218.0,CONFIRMED
7219825,1.216,6086.0,CONFIRMED
7097965,1.177,5887.0,CONFIRMED
4249725,0.571,4090.0,CONFIRMED
3967326,1.005,5229.0,CONFIRMED
6768394,1.307,5862.0,CONFIRMED
6768394,1.307,5862.0,CONFIRMED
5211199,2.506,5343.0,CONFIRMED
8804455,1.091,5716.0,CANDIDATE
8804455,1.091,5716.0,FALSE POSITIVE
5546761,1.247,5795.0,CONFIRMED
5546761,,,CANDIDATE
9205938,0.921,5678.0,CONFIRMED
10723367,1.238,5500.0,CONFIRMED
10723367,1.238,5500.0,CONFIRMED
5005121,1.19,5561.0,CONFIRMED
4833421,1.191,6038.0,CONFIRMED
8229458,0.513,3810.0,CONFIRMED
10684670,1.04,5560.0,CONFIRMED
11495458,0.747,4641.0,CONFIRMED
9003401,1.126,6000.0,CONFIRMED
5978559,1.081,6002.0,CONFIRMED
8872048,,,CANDIDATE
7746958,1.0,5780.0,CANDIDATE
6768394,1.307,5862.0,CONFIRMED
6922710,1.066,5865.0,CONFIRMED
11348997,0.578,3879.0,CONFIRMED
5705819,0.764,5191.0,CONFIRMED
6696580,1.049,6228.0,CONFIRMED
11358389,1.021,6014.0,CONFIRMED
7204981,0.982,5364.0,CONFIRMED
3847907,1.08,5646.0,CONFIRMED
4370527,0.931,5480.0,CONFIRMED
6041734,1.466,5596.0,CONFIRMED
5125347,1.103,6174.0,CONFIRMED
9336200,0.829,5569.0,CONFIRMED
4770617,1.471,6172.0,CONFIRMED
4454934,1.094,5912.0,CONFIRMED
9458343,0.992,5649.0,CONFIRMED
7120108,0.847,5123.0,CONFIRMED
10730703,0.978,5288.0,CONFIRMED
8007644,0.921,5831.0,CONFIRMED
11192235,0.486,3821.0,CONFIRMED
6383785,1.216,5794.0,CONFIRMED
6696580,1.049,6228.0,CONFIRMED
6525946,8.769,5096.0,CANDIDATE
4249725,0.571,4090.0,CONFIRMED
8505920,1.013,5330.0,CONFIRMED
7918992,1.064,5806.0,CONFIRMED
6041734,1.025,6240.0,CANDIDATE
11308499,1.162,5859.0,CONFIRMED
11308499,1.162,5859.0,CONFIRMED
9006186,0.842,5450.0,CONFIRMED
9006186,0.842,5450.0,CONFIRMED
7802719,0.612,4487.0,CONFIRMED
11030475,0.787,5167.0,CONFIRMED
11030475,0.746,5290.0,CANDIDATE
11030475,0.787,5167.0,CANDIDATE
5023956,0.793,6190.0,FALSE POSITIVE
12401863,1.272,5865.0,CONFIRMED
5534941,1.404,5423.0,CONFIRMED
11121752,1.191,6038.0,CONFIRMED
11121752,1.191,6038.0,CONFIRMED
2990873,0.925,5547.0,CONFIRMED
9307509,0.816,5052.0,CONFIRMED
10158729,1.019,6250.0,CONFIRMED
6105462,1.262,6429.0,CONFIRMED
3120355,1.284,5779.0,CONFIRMED
6047072,0.906,5984.0,CONFIRMED
9006186,0.842,5450.0,CONFIRMED
9006186,0.842,5450.0,CANDIDATE
11410904,0.956,5761.0,CONFIRMED
5021737,1.441,6501.0,FALSE POSITIVE
3862246,0.878,5408.0,FALSE POSITIVE
4173026,0.981,5738.0,CONFIRMED
10471621,0.511,4405.0,CANDIDATE
10471621,0.511,4405.0,CANDIDATE
5350244,1.169,6084.0,CONFIRMED
5374403,0.925,5529.0,CONFIRMED
10925113,0.689,5096.0,FALSE POSITIVE
11769801,1.921,6440.0,FALSE POSITIVE
11752906,0.576,3757.0,CONFIRMED
1995519,0.763,5623.0,CONFIRMED
4914566,2.164,5979.0,CONFIRMED
6198182,0.979,5854.0,CONFIRMED
10024051,0.716,5255.0,CONFIRMED
8676038,,,FALSE POSITIVE
4349452,1.258,6267.0,CONFIRMED
8676038,,,FALSE POSITIVE
8073806,0.961,5903.0,CONFIRMED
10419312,4.131,5002.0,FALSE POSITIVE
3234598,0.722,4513.0,CONFIRMED
10453588,1.222,5753.0,CONFIRMED
11125613,0.796,4838.0,CONFIRMED
8074328,1.237,6395.0,CANDIDATE
7212184,1.615,5843.0,CONFIRMED
6956014,24.488,4094.0,FALSE POSITIVE
9757613,0.537,3879.0,CONFIRMED
5307858,1.025,6117.0,FALSE POSITIVE
6605493,1.101,5806.0,CONFIRMED
4670217,0.774,4905.0,CANDIDATE
7259298,0.858,6075.0,CONFIRMED
9574179,1.188,5692.0,CANDIDATE
6211812,0.871,5420.0,CONFIRMED
11391755,1.112,6133.0,CANDIDATE
11391755,1.112,6133.0,CANDIDATE
9088780,,,CANDIDATE
8894646,1.082,5839.0,CANDIDATE
3234598,0.722,4513.0,CONFIRMED
8611832,1.104,5610.0,CONFIRMED
8611832,1.104,5610.0,CONFIRMED
5621586,0.987,6123.0,CONFIRMED
9210387,0.961,5966.0,CONFIRMED
11852982,0.509,3732.0,CONFIRMED
8559152,1.346,5945.0,CONFIRMED
2718778,0.849,5776.0,CONFIRMED
3122913,0.701,4703.0,CONFIRMED
9229657,0.899,5806.0,CONFIRMED
10415227,0.966,6106.0,FALSE POSITIVE
5175024,1.121,6384.0,CONFIRMED
9026749,3.405,5734.0,CONFIRMED
12216278,0.944,5884.0,FALSE POSITIVE
9159242,0.98,5575.0,FALSE POSITIVE
12061096,0.989,5887.0,FALSE POSITIVE
5794240,0.568,3793.0,CONFIRMED
6933567,0.788,5354.0,CONFIRMED
9993529,0.767,4791.0,FALSE POSITIVE
11303815,1.009,5387.0,FALSE POSITIVE
6044553,0.698,5271.0,FALSE POSITIVE
9654468,0.672,4551.0,CONFIRMED
4349452,1.258,6267.0,CONFIRMED
10027247,0.463,3576.0,CONFIRMED
6343170,1.115,6165.0,CONFIRMED
7107802,1.151,5557.0,CONFIRMED
11752632,1.662,5825.0,CONFIRMED
10028535,0.767,5172.0,CONFIRMED
7047207,1.463,5862.0,CONFIRMED
5212220,3.204,5988.0,FALSE POSITIVE
9964748,0.992,6014.0,FALSE POSITIVE
9842937,0.961,5695.0,FALSE POSITIVE
9757613,0.537,3879.0,CONFIRMED
8247770,1.175,5640.0,CANDIDATE
6867588,0.829,5218.0,CANDIDATE
7501646,0.965,5672.0,CANDIDATE
11962284,0.87,5330.0,CONFIRMED
2573056,1.519,6414.0,FALSE POSITIVE
6842682,0.895,5853.0,CONFIRMED
8890150,0.521,3765.0,CONFIRMED
8890150,0.521,3765.0,CONFIRMED
8838950,0.528,4671.0,CANDIDATE
11360805,0.856,5242.0,CONFIRMED
9845898,1.169,6499.0,CONFIRMED
12453581,0.748,5073.0,CONFIRMED
11922678,1.17,6453.0,FALSE POSITIVE
11179076,0.805,4891.0,CONFIRMED
5364071,0.539,3834.0,CONFIRMED
5959719,0.769,5168.0,CONFIRMED
5544903,1.171,6418.0,FALSE POSITIVE
5542983,1.855,6063.0,FALSE POSITIVE
8256453,0.685,5316.0,FALSE POSITIVE
9474493,0.82,5547.0,FALSE POSITIVE
4551663,0.845,5370.0,FALSE POSITIVE
12257999,8.841,5988.0,CANDIDATE
6922203,1.039,5991.0,CANDIDATE
11752908,0.714,5262.0,FALSE POSITIVE
7021681,0.511,3780.0,CONFIRMED
4346178,1.087,5392.0,CONFIRMED
9664142,0.895,5853.0,CONFIRMED
10018233,0.961,5495.0,CONFIRMED
8081899,0.815,5481.0,CONFIRMED
10189557,0.788,5485.0,FALSE POSITIVE
8478994,0.781,5437.0,CONFIRMED
9965184,0.883,5328.0,FALSE POSITIVE
9911882,0.729,5632.0,FALSE POSITIVE
8631504,0.732,4825.0,CONFIRMED
8110767,0.923,5681.0,CONFIRMED
5471574,3.028,6534.0,FALSE POSITIVE
6767840,1.027,6117.0,CONFIRMED
8379705,0.964,6122.0,CONFIRMED
9896018,1.235,5887.0,CONFIRMED
11037511,0.86,5591.0,CONFIRMED
9757613,0.537,3879.0,CONFIRMED
11818872,0.868,5420.0,CONFIRMED
11771430,1.373,5855.0,CONFIRMED
5513012,0.913,5440.0,CONFIRMED
11761199,0.845,5931.0,FALSE POSITIVE
8074805,1.324,5989.0,FALSE POSITIVE
2437505,1.0,5780.0,CANDIDATE
2437505,1.0,5780.0,FALSE POSITIVE
11253827,0.945,5593.0,CONFIRMED
3533469,0.95,5406.0,FALSE POSITIVE
8956706,0.735,5062.0,FALSE POSITIVE
7047363,0.734,5395.0,CONFIRMED
11968463,1.112,6325.0,CONFIRMED
11968463,1.112,6325.0,CONFIRMED
8836888,0.789,5488.0,CANDIDATE
9880190,0.84,5009.0,CONFIRMED
5364071,0.539,3834.0,CONFIRMED
5392702,0.824,5435.0,FALSE POSITIVE
8429566,0.867,5762.0,FALSE POSITIVE
10387742,0.921,5640.0,CONFIRMED
7673841,1.135,5767.0,CONFIRMED
9827149,1.013,5845.0,CONFIRMED
5546691,0.867,6058.0,CONFIRMED
12156347,0.581,4102.0,CONFIRMED
8636539,1.072,6392.0,CANDIDATE
9283156,0.84,5487.0,CANDIDATE
8547429,1.083,5791.0,CONFIRMED
8803882,2.46,5192.0,FALSE POSITIVE
9893318,1.065,6245.0,CONFIRMED
6864885,0.937,5930.0,FALSE POSITIVE
5097868,0.816,5836.0,FALSE POSITIVE
8570333,0.888,5418.0,CONFIRMED
8478994,0.781,5437.0,CONFIRMED
5036705,1.417,6150.0,CONFIRMED
9574158,0.82,5595.0,CANDIDATE
9653622,1.036,6347.0,CONFIRMED
4391348,1.121,6306.0,FALSE POSITIVE
7294743,2.079,5415.0,CANDIDATE
8947520,0.886,5580.0,CONFIRMED
10468885,0.797,5178.0,CONFIRMED
12016267,1.655,6440.0,FALSE POSITIVE
6765135,1.009,6225.0,CANDIDATE
3861595,2.992,6244.0,CONFIRMED
5725087,31.5,4448.0,FALSE POSITIVE
10489206,0.508,3808.0,CONFIRMED
3426367,0.433,3605.0,CONFIRMED
5562090,0.785,5151.0,CONFIRMED
11548140,0.439,3440.0,FALSE POSITIVE
12110786,0.972,6046.0,FALSE POSITIVE
5342061,0.783,5691.0,CANDIDATE
3654095,0.955,6045.0,FALSE POSITIVE
5078939,0.816,5402.0,FALSE POSITIVE
6867555,1.125,6321.0,CONFIRMED
5339567,1.111,5688.0,CONFIRMED
4459924,0.756,5138.0,FALSE POSITIVE
11080405,0.84,5009.0,CONFIRMED
5529738,1.123,6386.0,FALSE POSITIVE
4047631,0.676,4359.0,CANDIDATE
10059645,0.742,4769.0,CONFIRMED
5364071,0.539,3834.0,CONFIRMED
7183745,0.831,4996.0,CONFIRMED
8212002,1.307,6175.0,CONFIRMED
8004903,1.118,5995.0,CONFIRMED
8883329,1.314,6194.0,CONFIRMED
8883329,1.314,6194.0,CONFIRMED
3644653,0.911,5778.0,FALSE POSITIVE
11253827,0.945,5593.0,CONFIRMED
5514383,1.193,6139.0,CONFIRMED
10747445,0.884,5717.0,FALSE POSITIVE
8022489,1.674,5616.0,CONFIRMED
8022489,1.674,5616.0,CONFIRMED
8022489,1.674,5616.0,CONFIRMED
9209624,1.003,5772.0,CONFIRMED
9209624,1.003,5772.0,CONFIRMED
3354846,0.829,5569.0,CONFIRMED
6516185,0.902,5708.0,CANDIDATE
8478994,0.772,5417.0,CONFIRMED
3946023,1.457,6057.0,FALSE POSITIVE
7183745,0.831,4996.0,CONFIRMED
9177629,0.737,4847.0,CONFIRMED
7778767,1.071,5514.0,CONFIRMED
7515762,1.41,5842.0,CONFIRMED
5942949,0.729,4806.0,CONFIRMED
12120307,1.101,6398.0,CONFIRMED
12120307,1.101,6398.0,CONFIRMED
12120307,1.101,6398.0,CONFIRMED
7446631,1.008,6049.0,CANDIDATE
9777251,1.054,5774.0,FALSE POSITIVE
6864893,0.72,5383.0,FALSE POSITIVE
11701407,0.845,5215.0,CONFIRMED
5906426,0.819,5261.0,CANDIDATE
11288051,0.651,4983.0,CONFIRMED
10813132,0.937,5629.0,CONFIRMED
5857540,0.855,5052.0,CONFIRMED
12208631,1.036,5481.0,CANDIDATE
7289317,1.008,5518.0,CONFIRMED
6500206,0.961,5263.0,FALSE POSITIVE
5545815,0.985,5992.0,FALSE POSITIVE
3116302,1.053,6154.0,FALSE POSITIVE
7879433,0.6,4239.0,CONFIRMED
9205907,0.879,5982.0,CONFIRMED
8463346,0.697,4652.0,CONFIRMED
5364071,0.539,3834.0,CONFIRMED
10489206,0.508,3808.0,CONFIRMED
7531677,1.369,5864.0,FALSE POSITIVE
10068659,1.032,5550.0,CONFIRMED
2443393,1.502,6374.0,CANDIDATE
9019191,0.702,4915.0,CANDIDATE
9718379,1.023,6237.0,FALSE POSITIVE
3002478,0.96,5982.0,CANDIDATE
4055774,0.822,5616.0,FALSE POSITIVE
6670075,2.094,8621.0,FALSE POSITIVE
9395024,1.182,5657.0,CONFIRMED
8631751,0.259,3462.0,CANDIDATE
11401822,0.813,5482.0,FALSE POSITIVE
6507427,1.007,6046.0,FALSE POSITIVE
5521300,1.038,6184.0,FALSE POSITIVE
8478994,,,CONFIRMED
9753154,1.927,6732.0,CONFIRMED
9011825,1.588,5623.0,CONFIRMED
4172746,0.742,4807.0,CANDIDATE
5174858,0.826,5237.0,CONFIRMED
11074835,3.588,4924.0,CONFIRMED
1996180,1.263,6123.0,CONFIRMED
10407221,0.663,4643.0,FALSE POSITIVE
5991936,1.828,8828.0,FALSE POSITIVE
5095635,1.193,5561.0,CANDIDATE
6269070,2.232,6381.0,CONFIRMED
6705137,0.876,5796.0,FALSE POSITIVE
12254688,3.101,7058.0,CANDIDATE
8345172,0.783,5262.0,FALSE POSITIVE
4172013,1.244,6117.0,CANDIDATE
12254378,1.05,6156.0,CONFIRMED
4247791,1.51,5923.0,FALSE POSITIVE
7604328,0.909,5455.0,CONFIRMED
11236244,0.642,4563.0,CONFIRMED
9837685,0.831,5550.0,CONFIRMED
5042210,1.963,5877.0,CONFIRMED
12454461,1.169,6161.0,CONFIRMED
1996180,1.263,6123.0,CANDIDATE
9635606,0.788,4821.0,CONFIRMED
3728701,1.107,6071.0,CONFIRMED
10861715,0.848,5989.0,FALSE POSITIVE
1849702,0.759,5026.0,CONFIRMED
9390653,0.369,3547.0,CONFIRMED
2305866,2.517,6585.0,CANDIDATE
11187837,0.516,3744.0,CONFIRMED
8885673,0.764,4897.0,FALSE POSITIVE
9712350,0.813,5380.0,CANDIDATE
8025596,0.959,5999.0,CONFIRMED
5956787,0.656,4788.0,FALSE POSITIVE
3642741,0.92,5638.0,FALSE POSITIVE
12071037,0.885,5826.0,FALSE POSITIVE
8494617,1.081,5897.0,CONFIRMED
10289119,2.886,5822.0,CONFIRMED
7382313,0.982,5573.0,CONFIRMED
9887224,0.832,5099.0,FALSE POSITIVE
7542369,0.93,6319.0,FALSE POSITIVE
8544992,0.633,4500.0,CONFIRMED
8544992,0.633,4500.0,CONFIRMED
11295426,1.198,5790.0,CONFIRMED
7289162,1.065,6204.0,FALSE POSITIVE
3001885,0.795,4732.0,FALSE POSITIVE
12306058,3.324,4938.0,CONFIRMED
6183511,0.356,3460.0,CONFIRMED
12469800,0.816,4948.0,CONFIRMED
4915638,0.764,5352.0,CONFIRMED
6351097,0.911,5753.0,FALSE POSITIVE
8081905,0.963,5812.0,CONFIRMED
11465950,0.806,5644.0,CONFIRMED
9996632,1.023,6081.0,FALSE POSITIVE
4665571,0.788,4821.0,CONFIRMED
4829935,1.095,6310.0,FALSE POSITIVE
9269042,0.69,5195.0,CONFIRMED
6199056,5.847,5944.0,FALSE POSITIVE
11461433,0.872,5083.0,CONFIRMED
11818607,0.939,5926.0,CONFIRMED
8380709,0.967,6091.0,CONFIRMED
6149910,0.803,4898.0,CONFIRMED
9108085,1.15,5749.0,FALSE POSITIVE
5436013,0.899,5190.0,CONFIRMED
8676148,0.941,5774.0,CONFIRMED
9696358,2.163,6054.0,CONFIRMED
5039129,1.076,6306.0,FALSE POSITIVE
4484336,1.005,6074.0,CONFIRMED
9580167,11.895,4452.0,CANDIDATE
9757613,0.537,3879.0,CONFIRMED
10527135,0.847,5430.0,FALSE POSITIVE
11752906,0.576,3757.0,CONFIRMED
10916600,1.238,6187.0,CONFIRMED
8429314,1.149,5800.0,CONFIRMED
9153570,0.82,5547.0,CONFIRMED
11768142,0.398,3554.0,CONFIRMED
7984574,0.834,5870.0,CANDIDATE
9592579,1.03,6108.0,FALSE POSITIVE
10336951,0.598,4544.0,CANDIDATE
8481129,0.796,4873.0,CONFIRMED
2142522,1.218,6113.0,CONFIRMED
9395719,1.096,6147.0,CONFIRMED
8753896,0.87,5094.0,CONFIRMED
8240617,0.797,5592.0,CANDIDATE
8746295,0.883,5734.0,FALSE POSITIVE
10090257,0.654,4583.0,FALSE POSITIVE
11295426,1.198,5790.0,CONFIRMED
10679583,0.725,5399.0,FALSE POSITIVE
11622985,0.91,5955.0,CANDIDATE
11361283,0.716,4908.0,CANDIDATE
8757824,1.271,6078.0,CONFIRMED
9832208,0.819,4939.0,CONFIRMED
6124512,2.605,5405.0,CONFIRMED
10070468,1.374,5827.0,CONFIRMED
10031656,0.876,5817.0,FALSE POSITIVE
7584650,0.983,5871.0,CONFIRMED
11337566,1.994,6311.0,CONFIRMED
6364215,0.918,5815.0,CANDIDATE
10202759,2.082,7102.0,FALSE POSITIVE
5007345,2.476,5814.0,CONFIRMED
12120484,1.299,5936.0,CONFIRMED
6429812,0.904,5632.0,CONFIRMED
6846911,1.131,5970.0,CONFIRMED
5385439,0.94,5428.0,FALSE POSITIVE
5963582,1.782,5422.0,CONFIRMED
4476423,10.472,4553.0,FALSE POSITIVE
11403389,0.9,5790.0,CONFIRMED
9851662,0.818,5475.0,CONFIRMED
6467363,0.848,5676.0,CANDIDATE
6467363,0.848,5676.0,CANDIDATE
8758204,0.874,5135.0,CONFIRMED
8733898,0.328,3464.0,CONFIRMED
8733898,0.328,3464.0,CONFIRMED
3228945,1.067,6143.0,FALSE POSITIVE
7008149,0.73,5068.0,FALSE POSITIVE
10332213,0.86,5591.0,CONFIRMED
7090524,1.176,5511.0,CONFIRMED
11133306,1.171,5978.0,CONFIRMED
6307063,1.077,5876.0,FALSE POSITIVE
5871985,0.637,4477.0,CONFIRMED
8292840,1.297,6214.0,CONFIRMED
9730163,0.18,3157.0,CONFIRMED
9730163,0.18,3157.0,CONFIRMED
11453592,0.389,3483.0,CONFIRMED
3834322,0.708,4784.0,FALSE POSITIVE
10073672,0.559,4039.0,CANDIDATE
11188249,1.748,6257.0,FALSE POSITIVE
4677282,4.315,6622.0,FALSE POSITIVE
5097470,1.132,5631.0,FALSE POSITIVE
4858610,0.872,5458.0,FALSE POSITIVE
10591855,0.65,4313.0,CONFIRMED
4832175,0.638,4464.0,FALSE POSITIVE
7749773,1.458,5691.0,CONFIRMED
9451706,1.352,6075.0,CONFIRMED
10064256,0.9,5452.0,CONFIRMED
6842807,0.8,5295.0,CANDIDATE
4381282,0.63,5271.0,FALSE POSITIVE
9815053,0.769,5279.0,CANDIDATE
7609553,0.797,5017.0,CONFIRMED
10122538,0.564,3891.0,CONFIRMED
10122538,0.564,3891.0,CONFIRMED
9697131,1.885,6329.0,CANDIDATE
5480640,1.152,5467.0,CONFIRMED
5480640,1.152,5467.0,CONFIRMED
5480640,1.152,5467.0,CONFIRMED
5175986,0.704,4792.0,CONFIRMED
9008737,0.857,5653.0,CONFIRMED
9008737,0.857,5653.0,CONFIRMED
9692128,1.081,5996.0,FALSE POSITIVE
10917043,0.624,4400.0,CANDIDATE
6521045,1.474,5788.0,CONFIRMED
8167959,1.412,5800.0,FALSE POSITIVE
4075015,0.849,5776.0,FALSE POSITIVE
6697605,0.966,5370.0,CONFIRMED
6697605,0.966,5370.0,CANDIDATE
6294819,0.961,5966.0,CONFIRMED
12602314,0.849,5022.0,CANDIDATE
5787131,1.035,6197.0,CANDIDATE
3230753,0.831,5335.0,FALSE POSITIVE
8358012,0.82,5438.0,FALSE POSITIVE
4664046,0.715,5366.0,FALSE POSITIVE
11401755,1.585,5919.0,CONFIRMED
4180401,0.856,5240.0,FALSE POSITIVE
6350476,0.867,5227.0,FALSE POSITIVE
8292840,1.297,6214.0,CONFIRMED
5272233,1.111,5885.0,CONFIRMED
5272233,1.111,5885.0,CONFIRMED
11456382,1.543,6366.0,FALSE POSITIVE
3130548,0.937,5727.0,FALSE POSITIVE
9593757,1.0,5780.0,FALSE POSITIVE
