index,flux__sum_values,flux__median,flux__mean,flux__length,flux__standard_deviation,flux__variance,flux__root_mean_square,flux__maximum,flux__absolute_maximum,flux__minimum,sci_std_dev,sci_skewness,sci_kurtosis,sci_mad,sci_amplitude,sci_transit_depth_p1,sci_transit_depth_p5,sci_transit_depth_min,sci_below_above_ratio,sci_transit_fraction,sci_low_cluster_mean_gap,sci_low_cluster_std_gap,sci_rms,sci_snr_approx,sci_iqr,sci_cv,sci_max_sigma,kepid,target_label,target_id
KIC 10004519,1999.9896561504363,0.9999996125840253,0.999994828075218,2000.0,0.000294302882357,8.661418656368204e-08,0.9999948713825344,1.001237691667637,1.001237691667637,0.9988322894410616,0.00029097030503,-0.0472537816820189,0.9876711228761934,0.0001805794190178,0.0028058645517109,0.0007113816348679,0.0004606631805706,0.0014935994032704,1.0,0.0329021372328458,30.353448275862068,37.532802735911446,0.9999986267816542,2.444859913778829,0.0003615258974218,0.000290970504484,5.1331678093962925,10004519,1,KIC 10004519
KIC 1717722,2000.0228070553767,0.9999895711551904,1.0000114035276884,2000.0,0.0006718754894397,4.51416673309891e-07,1.0000116292334258,1.003603929474144,1.003603929474144,0.9975984384021376,0.0006698180331881,0.3485942973169259,2.323954103034519,0.0004375401524852,0.008614917333012,0.0015170898234402,0.0010252120349165,0.0026146350971661,1.0,0.0182567726737338,55.14754098360656,58.84401053565648,1.0000062204588718,2.2649283063033123,0.0008766363731779,0.000669828596318,3.903500604068968,1717722,1,KIC 1717722
KIC 6428700,2000.0089866688052,1.000003397428992,1.0000044933344028,2000.0,0.0004540626266101,2.061728688841036e-07,1.0000045964203683,1.0038889816110548,1.0038889816110548,0.998201704760289,0.0004482519315318,0.5283565190312607,4.703047336602767,0.0002618081111492,0.0056872768507657,0.0011167890477649,0.0007005151927581,0.0017997839521651,1.0,0.033106960950764,30.285714285714285,38.88573241600005,1.0000026625053022,2.4914316463700783,0.0005245863454679,0.0004482512642145,4.01511700354466,6428700,1,KIC 6428700
KIC 11075429,863.9995234128245,0.9999998509853807,0.9999994483944727,864.0,0.00011596094113819211,1.3446939869655257e-08,0.9999994551179464,1.0003745272922868,1.0003745272922868,0.9996021451617633,0.00011596094113819211,0.006857102743594837,-0.19868475655914208,8.237610675054796e-05,0.0007723821305235523,0.00024224930274130418,0.00019047528083437903,0.00039770582361742246,1.0,0.009259259259259259,106.57142857142857,133.3661524234875,0.9999994551179464,2.089059474367431,0.0001632473644633814,0.00011596095841807019,3.4296532928572168,11075429,1,KIC 11075429
KIC 5794379,1999.9840733120031,0.9999930306306242,0.9999920366560016,2000.0,0.0003838395267892332,1.4733278232578247e-07,0.9999921103229766,1.002130100497492,1.002130100497492,0.9976727995488591,0.00038626227540849674,-0.19399162252709878,2.24465896695728,0.00022866894989720388,0.004457300948632947,0.001013141722034372,0.0006357609693425914,0.0023266340266606678,1.0,0.03735144312393888,26.24137931034483,37.28392631303594,0.9999965771826431,2.62293728002019,0.0004576284250773499,0.00038626249419702923,6.02345653403534,5794379,1,KIC 5794379
KIC 7347246,2000.0194019789487,1.0000072419310686,1.0000097009894744,2000.0,0.0003801350655352155,1.4450266804946262e-07,1.000009773240105,1.0014999673686917,1.0014999673686917,0.9984344964956806,0.00037874715380358166,0.22541445956503475,0.8727662166823187,0.00023975185307534286,0.003370726348732589,0.0008699358074374386,0.0006133881564402976,0.001570092350010599,1.0,0.027277840269966255,36.0625,40.43585777190834,1.000007836608468,2.296877478024792,0.0004812251697705605,0.0003787454157993123,4.145489502014447,7347246,1,KIC 7347246
KIC 5706966,2000.0124990813224,1.0,1.0000062495406612,2000.0,0.00024337850401114704,5.923309621470392e-08,1.000006279157024,1.0021562747822437,1.0021562747822437,0.9989928439285907,0.0002537175351008544,1.169670338647257,10.34319166098056,0.00014897184690759735,0.003843310394563648,0.000593020295519775,0.0003695201955487004,0.0010101667593371833,1.0,0.026740237691001697,37.70967741935484,47.12556565820318,1.0000099888560001,2.3373248336345593,0.00029896739738366485,0.00025371677123883416,3.9814621363700198,5706966,1,KIC 5706966
KIC 6587796,863.9561983863448,0.9999361085864955,0.999949303687899,864.0,0.0009265434853222117,8.584828301930316e-07,0.9999497329509841,1.0019789382545743,1.0019789382545743,0.9934794528825602,0.0009265434853222117,-1.2516199913199426,6.80820740673755,0.0006050287774816976,0.00849948537201406,0.0024416108675087145,0.001131943200581853,0.006456655703935277,1.0,0.016203703703703703,15.307692307692308,49.56330003197095,0.9999497329509841,2.6351821648820164,0.0012264087676159274,0.0009266026872776589,6.968540393643727,6587796,1,KIC 6587796
KIC 6690836,1999.96883453177,0.9999936893594177,0.9999844172658849,2000.0,0.0007398240053924186,5.473395589548815e-07,0.9999846909398915,1.0108393313269621,1.0108393313269621,0.9961015166633836,0.0007293985909474404,2.1448107421031812,39.29036024332183,0.00034854728838418225,0.014911491408266309,0.0020877620900872085,0.0009670069395472103,0.0040621624998347095,1.0,0.03862478777589134,24.92222222222222,57.552532095619256,0.9999855004199453,2.8623061738785975,0.0006934683761513627,0.0007294058832421824,5.569194333866521,6690836,1,KIC 6690836
KIC 9527915,1190.9927036277277,0.9999989272580859,0.9999938737428444,1191.0,0.00013893630922043464,1.9303298019796232e-08,0.9999938833945524,1.0003911225551114,1.0003911225551114,0.9990832606384409,0.00013893630922043464,-1.117385413426295,5.995860160150395,8.045885127605512e-05,0.0013078619166705385,0.0003097111862280233,0.0002098351653673225,0.0009156666196450391,0.9983221476510067,0.03946263643996641,24.608695652173914,28.88092364299642,0.9999938833945524,2.229159446985448,0.0001625145993915389,0.0001389364582633968,6.590549473948194,9527915,1,KIC 9527915
KIC 6368230,2000.0052889814747,0.9999941291215453,1.0000026444907373,2000.0,0.0002930624501850708,8.588559970847708e-08,1.0000026874334227,1.0013467032763383,1.0013467032763383,0.999053348800598,0.0002939494398222063,0.4062852120069236,1.2093135577867793,0.00018965664048137265,0.0026898430983844923,0.0006126460661214361,0.0004607780301632003,0.0009464425941169141,1.0,0.016129032258064516,60.351351351351354,58.74692227301979,1.0000075101650046,2.0841885818594914,0.00037737467753984344,0.0002939495011416258,3.219746207678996,6368230,1,KIC 6368230
KIC 9285265,2000.0250804842508,1.000008641902938,1.0000125402421254,2000.0,0.0003413791834139944,1.1653974686840562e-07,1.0000125985112664,1.00189100702099,1.00189100702099,0.9985391293392211,0.00034458778298841915,0.19220926035804792,1.0941102914507557,0.00021130080349929248,0.0033518776817690332,0.0007901268465759781,0.0005456052563976854,0.0014637019608360058,1.0,0.025466893039049237,39.898305084745765,54.40204847690199,1.0000078951955955,2.2929624484177737,0.0004239023788999985,0.0003445868073597718,4.247689654410057,9285265,1,KIC 9285265
KIC 10057494,863.9952155141264,1.0000266378019713,0.9999944624006092,864.0,0.000299156443507892,8.949457769229059e-08,0.9999945071481449,1.0006610011694177,1.0006610011694177,0.9989551154389882,0.000299156443507892,-0.5583815030843918,0.351201478580101,0.00018210985470640262,0.0017058857304295127,0.0008554832824374525,0.0006131411100088746,0.001071522362983135,1.0,0.06828703703703703,10.96551724137931,39.14736328692737,0.9999945071481449,2.8596518677856397,0.0003666054972776278,0.0002991484748500589,3.5818127479338995,10057494,1,KIC 10057494
KIC 7604328,2000.015098627819,1.000004826995337,1.0000075493139096,2000.0,0.00037128429836772304,1.378520302144124e-07,1.000007618239402,1.0033618445886827,1.0033618445886827,0.9985536136210564,0.00036969643222587486,0.8380933280855115,6.181038167970401,0.0002224340444563766,0.004808230967626281,0.0008565430096839632,0.0005658528511471861,0.001444807449814678,1.0,0.022495755517826826,44.78846153846154,43.08994909509352,1.000002168667881,2.3168820010701046,0.00044356279406387866,0.0003696970159512622,3.9080914065514656,7604328,1,KIC 7604328
KIC 9834040,1999.9966370333423,0.9999998806336372,0.9999983185166711,2000.0,0.00030805929650442834,9.490053016280328e-08,0.999998365967015,1.0020753686379877,1.0020753686379877,0.9986007914712406,0.0003093939148468966,0.4979834655818125,5.146645521559055,0.00018944103315643446,0.004422101597623906,0.000755051279904162,0.0004782934417850715,0.001396765361586838,1.0,0.03098471986417657,32.708333333333336,43.253592496911615,0.9999971107871123,2.44042058900156,0.00037896659392444576,0.00030939467074979956,4.514521115510712,9834040,1,KIC 9834040
KIC 6705026,1999.9993327487696,0.9999946356202256,0.9999996663743848,2000.0,0.00015494496777799393,2.4007943039723576e-08,0.9999996783783603,1.0007738966518955,1.0007738966518955,0.9993483468380367,0.0001561704215519541,0.22068080171726523,0.8690018607105419,9.933219813074157e-05,0.001425549813858784,0.0003562769615977901,0.00024593379624093803,0.0006483451353980207,1.0,0.02164685908319185,46.56,44.92400694506224,1.0000018596428464,2.2813344425741047,0.0002000793257140865,0.00015617093816956628,4.151523245919728,6705026,1,KIC 6705026
KIC 10468885,2000.0226476052248,1.000004679450695,1.0000113238026125,2000.0,0.0004221577240659979,1.7821714398858325e-07,1.0000114129101714,1.0020059575844105,1.0020059575844105,0.9980904746613184,0.00042033931648073625,0.17639204002908518,1.2698691158584152,0.0002611641107103657,0.003915482923092073,0.0009781000666846396,0.0006424284310819761,0.001908422617707184,1.0,0.027164685908319185,36.61904761904762,65.44801125222025,1.0000055944833872,2.3269297644429723,0.000521844873223487,0.00042033977999822805,4.540195368078649,10468885,1,KIC 10468885
KIC 6504954,2000.0040956704302,0.9999952614814074,1.0000020478352152,2000.0,0.00028555381990581866,8.154098406280471e-08,1.000002088605623,1.0017613703903752,1.0017613703903752,0.9972715114773097,0.0002858403017949934,0.09824872552285187,5.352259067714526,0.0001718959664525066,0.004489858913065414,0.0006202566057466052,0.0004335633451187926,0.0027275943728088947,0.9991503823279524,0.02847428814279643,32.31818181818182,26.445002444128693,1.0000050099491862,2.1699410539786568,0.00034382729981230487,0.00028584055737929386,9.542371581895209,6504954,1,KIC 6504954
