index,flux__sum_values,flux__median,flux__mean,flux__length,flux__standard_deviation,flux__variance,flux__root_mean_square,flux__maximum,flux__absolute_maximum,flux__minimum,sci_std_dev,sci_skewness,sci_kurtosis,sci_mad,sci_amplitude,sci_transit_depth_p1,sci_transit_depth_p5,sci_transit_depth_min,sci_below_above_ratio,sci_transit_fraction,sci_low_cluster_mean_gap,sci_low_cluster_std_gap,sci_rms,sci_snr_approx,sci_iqr,sci_cv,sci_max_sigma,target_label
train_21,2000.0001144348757,1.0000056275507863,1.000000057217438,2000.0,0.0002312680810363677,5.348492530624393e-08,1.0000000839598988,1.0007290469140806,1.0007290469140806,0.9988686161271694,0.00023026850420576682,-0.3263841993358025,1.0509777089836039,0.0001504957304080956,0.0018604307869112269,0.0006099420889787988,0.0003705463855905311,0.0011367478890560445,1.0,0.022920203735144314,43.471698113207545,56.91357359523792,0.9999998033661485,2.6488298566171147,0.00029897665929712325,0.00023026726904839945,4.936619069884833,1
train_22,1166.8663938491127,0.9999958044491909,0.9998855131526244,1167.0,0.0005777546891690266,3.3380048085679863e-07,0.9998856800719611,1.0006287304085664,1.0006287304085664,0.9963359383538273,0.0005777546891690266,-5.116201028394856,25.755190255780594,4.3943992350414796e-05,0.004292792054739092,0.0035364401715363147,0.00021156483977513574,0.0036598660953636175,0.9982876712328768,0.060839760068551844,16.571428571428573,25.1046788061346,0.9998856800719611,6.121006437217685,8.695200833108707e-05,0.0005777571131783503,6.3346367653502424,0
train_23,1999.994400525172,0.9999996781283557,0.999997200262586,2000.0,6.354137054145874e-05,4.03750577028696e-09,0.9999972022813446,1.0002972273324229,1.0002972273324229,0.9995224033751493,6.378439959160664e-05,-0.6445019709217105,3.2733715650589366,3.9017487143910845e-05,0.0007748239572735738,0.00018688797299215576,0.00010358644642849413,0.00047715546805315867,1.0,0.03809931506849315,26.5,45.094849534569406,0.9999969017344928,2.929995017414074,7.86973487425513e-05,6.37844277305405e-05,7.480755029572268,0
train_24,1184.9884788711001,1.0000047682709714,0.9999902775283546,1185.0,7.310802800789854e-05,5.344783759203676e-09,0.9999902802007725,1.0001451865474293,1.0001451865474293,0.9994853341652047,7.310802800789854e-05,-2.6041471575218904,12.256482673374844,3.0397991541475378e-05,0.0006598523822246571,0.0002506292029617052,0.0001462437509991421,0.000519434105766714,0.9983136593591906,0.1021097046413502,9.7,7.431464638055319,0.9999902802007725,3.4282035747787836,6.502886674508712e-05,7.310767941067302e-05,7.105021430896683,1
train_25,573.0500062447998,1.000271222247514,1.0000872709333328,573.0,0.02101876153637299,0.00044178833652291265,1.0003081214402911,1.0482820461728484,1.0482820461728484,0.9563998947009139,0.02101876153637299,0.06019551493694755,-0.6320445512504747,0.014796706612658861,0.09188215147193446,0.04181462175805073,0.035337816904397634,0.04387132754660017,0.9965156794425087,0.0,0.0,0.0,1.0003081214402911,1.9893951261443485,0.029383843761355277,0.021013062326381678,2.087246076353299,0
train_26,863.9975335365191,0.9999901399255275,0.9999971452968971,864.0,0.00018866433884435598,3.5594232751577974e-08,0.9999971630940641,1.0021007385694265,1.0021007385694265,0.9990875245934133,0.00018866433884435598,1.4744332999206027,27.25145149361935,7.307124209510185e-05,0.0030132139760131738,0.0007214853498367368,0.00019643566828997372,0.0009026153321142205,1.0,0.04282407407407408,23.5,51.98637642049437,0.9999971630940641,3.824174479692989,0.00014793343749341936,0.00018866619910712961,4.784239234839493,1
train_27,864.0237453761706,1.0015352613098152,1.0000274830742715,864.0,0.059618513326324785,0.0035543671312411656,1.0018030415381578,1.1407422749008154,1.1407422749008154,0.8765656616631022,0.059618513326324785,0.01063616864306075,-1.1299370568842473,0.0510875179693317,0.26417661323771313,0.10771927108949075,0.09480415026109823,0.12496959964671295,1.0,0.0,0.0,0.0,1.0018030415381578,1.8068090779098125,0.10010188253548535,0.05952712363652105,2.0961542426039017,0
train_28,1166.264705689514,0.9999790267006783,0.9993699277545106,1167.0,0.0027421609124598217,7.519446469822481e-06,0.9993736898410551,1.001655644252346,1.001655644252346,0.9852844908826153,0.0027421609124598217,-4.323569672525805,17.411608921998848,0.00013173491105122892,0.01637115336973083,0.014260993837201474,0.004303592732400996,0.014694535818063015,0.9982876712328768,0.07455012853470437,12.848837209302326,21.665811371117584,0.9993736898410551,5.200640769256982,0.000261136315237942,0.002742218425827672,5.358743081521595,0
train_29,1190.86972735784,0.9999947551920321,0.999890619108178,1191.0,0.0006193477368203318,3.8359161910446696e-07,0.9998908109249501,1.0003266415226393,1.0003266415226393,0.9942891236199556,0.0006193477368203318,-6.411597694152415,45.676685492332126,7.134342638659419e-05,0.006037517902683698,0.003208071194964135,0.00027734278271884794,0.005705631572076486,0.9983221476510067,0.06633081444164568,14.833333333333334,18.677023225910396,0.9998908109249501,5.1797576777046865,0.00014185731979532434,0.0006193509851973139,9.212323276369133,1
train_30,863.9628274707002,0.9999978786231656,0.9999569762392363,864.0,0.00022687371170864435,5.147168106445707e-08,0.9999570019761836,1.000225904144363,1.000225904144363,0.9984902028664305,0.00022687371170864435,-4.693609667510251,23.1282220407734,3.842147517507666e-05,0.0017357012779325443,0.0013645590293848153,0.00015350306167183358,0.0015076757567350496,1.0,0.05787037037037037,11.0,39.10895299137568,0.9999570019761836,6.0146194070171015,7.621875328789329e-05,0.0002268741929943017,6.645440520104137,0
train_31,863.8537204632348,0.999987144312156,0.9998306949805958,864.0,0.001459407670440179,2.12987074853963e-06,0.9998317600957322,1.0021007385694265,1.0021007385694265,0.986999627795576,0.001459407670440179,-8.469495600907976,71.06992611467032,7.252011987812779e-05,0.015101110773850457,0.012858879975707671,0.000244744338170233,0.012987516516579922,1.0,0.05555555555555555,18.0,39.98084647811228,0.9998317600957322,8.811026717318295,0.00014529991995160252,0.001459426432370825,8.89916969715713,1
train_32,1166.6305116661952,0.9999797783306829,0.9996833861749744,1167.0,0.0013804032318822533,1.90551308259097e-06,0.999684339232813,1.0010228223876585,1.0010228223876585,0.9924142631220391,0.0013804032318822533,-4.218977558258043,16.858791896915836,0.0001488627414557575,0.008608559265619431,0.007117008620740162,0.0019628804434358438,0.007565515208643792,0.9982876712328768,0.0728363324764353,13.30952380952381,21.079202224939852,0.999684339232813,5.155746130089642,0.00029731191605364415,0.001380431146504413,5.480655966248216,0
